ID,X,COPIES
0,331773,13
1,331742,14
2,331568,18
3,329693,12
4,328711,15
5,326115,19
6,325838,16
7,325007,7
8,324712,20
9,323805,14
10,321756,2
11,320537,12
12,320210,10
13,316633,19
14,313386,12
15,311979,19
16,309858,4
17,308539,19
18,307542,5
19,303912,16
20,302691,13
21,298731,18
22,295449,17
23,293845,2
24,292005,10
25,285832,18
26,283650,8
27,282636,15
28,281007,16
29,280086,20
30,279747,12
31,278420,13
32,278120,15
33,277002,9
34,274794,11
35,271003,18
36,270872,11
37,270587,14
38,266879,9
39,264544,11
40,264015,1
41,261289,16
42,260651,20
43,259407,11
44,256370,16
45,255124,16
46,254901,4
47,250804,13
48,247362,12
49,247198,6
50,246838,16
51,242939,17
52,239464,11
53,237746,12
54,237055,14
55,236472,11
56,232206,10
57,229484,12
58,226990,7
59,224243,6
60,219118,9
61,218880,10
62,212579,18
63,205688,1
64,204771,16
65,204693,9
66,199686,18
67,195212,12
68,194394,9
69,191006,8
70,188268,2
71,188078,17
72,184279,16
73,182690,2
74,178445,16
75,177649,19
76,175220,9
77,169034,10
78,166989,19
79,166298,3
80,164653,17
81,163561,1
82,161269,17
83,157625,2
84,153693,12
85,152813,15
86,149215,1
87,147736,18
88,145938,2
89,145277,9
90,144513,6
91,143677,4
92,140514,15
93,138344,7
94,137933,11
95,137614,16
96,135944,14
97,135145,10
98,134595,15
99,133583,20
100,131150,5
101,129329,10
102,121309,1
103,120373,15
104,114081,16
105,113532,14
106,113183,11
107,111671,19
108,107057,4
109,105513,12
110,101091,3
111,98613,13
112,96785,3
113,95368,2
114,92502,13
115,89167,8
116,88648,13
117,82307,15
118,81393,7
119,79401,6
120,77435,2
121,75308,9
122,69733,6
123,68855,11
124,67476,9
