ID,X,COPIES
0,331452,11
1,324308,6
2,323403,17
3,322943,7
4,322079,20
5,313265,2
6,311933,2
7,309514,20
8,306212,2
9,305605,11
10,302809,18
11,300432,11
12,299905,15
13,299824,7
14,297398,19
15,296319,14
16,293111,13
17,291016,11
18,285829,8
19,283943,13
20,283103,15
21,278314,17
22,278285,18
23,276624,9
24,274731,6
25,272697,20
26,272647,10
27,269955,8
28,268916,13
29,266473,5
30,262946,19
31,260068,17
32,259834,18
33,252582,13
34,251622,6
35,246549,2
36,245466,5
37,244265,2
38,241317,3
39,240915,6
40,211811,15
41,208541,12
42,202687,7
43,201337,10
44,199126,16
45,197195,1
46,193888,17
47,191729,13
48,190986,14
49,190559,19
50,188787,4
51,184015,7
52,181787,7
53,179672,3
54,179011,5
55,176854,7
56,176739,14
57,175902,9
58,175120,19
59,172016,20
60,171998,18
61,170735,20
62,168977,8
63,168483,2
64,167763,13
65,160881,19
66,158946,10
67,147827,19
68,147706,6
69,147174,6
70,146154,3
71,144212,5
72,133990,10
73,132828,20
74,131917,1
75,131301,2
76,115168,10
77,112277,11
78,111414,7
79,106216,8
80,103353,20
81,102969,2
82,88734,3
83,87703,13
84,84627,9
85,84085,15
86,79211,16
87,69878,6
88,69655,18
89,67561,17
90,64505,19
91,64109,18
92,62332,9
93,60835,19
94,60379,17
95,59319,17
96,54613,8
97,53175,11
98,52827,8
99,50800,1
100,46581,5
101,44800,12
102,43794,5
103,42186,13
104,40442,19
105,39403,20
106,37752,17
107,36663,5
108,35447,3
109,29964,12
110,25261,6
111,24213,2
112,24080,9
113,23540,6
114,23401,16
115,23044,20
116,22940,2
117,19571,2
118,17647,10
119,17558,10
120,13238,18
121,11577,15
122,11548,4
123,4596,2
124,3377,10
