ID,X,COPIES
0,332669,9
1,331925,14
2,330982,13
3,329462,15
4,329359,5
5,327831,14
6,327369,4
7,326796,11
8,326348,2
9,325959,7
10,325618,12
11,325539,3
12,325358,12
13,323770,9
14,322860,14
15,321236,17
16,320106,20
17,319929,12
18,319924,10
19,319828,16
20,318667,1
21,317224,14
22,317003,16
23,316590,20
24,316163,4
25,315797,18
26,315044,3
27,314633,14
28,314379,2
29,314360,9
30,314194,17
31,314127,9
32,313927,3
33,313499,8
34,312728,8
35,312373,4
36,312303,13
37,312030,11
38,311424,1
39,310777,9
40,310708,15
41,310419,13
42,309074,2
43,308894,18
44,308508,18
45,308415,12
46,307107,14
47,307029,2
48,305806,15
49,305738,18
50,304691,6
51,304485,10
52,304482,5
53,304045,19
54,303610,14
55,303105,10
56,303045,18
57,302723,13
58,302669,10
59,302412,11
60,301720,10
61,301472,11
62,300131,1
63,299827,18
64,298718,9
65,298324,4
66,297586,8
67,297141,1
68,297000,16
69,296902,2
70,296856,17
71,296021,18
72,295907,9
73,295241,3
74,295209,20
75,294743,9
76,293568,2
77,293249,10
78,292478,17
79,292250,4
80,291378,4
81,291351,5
82,289538,20
83,289308,13
84,287108,12
85,286003,7
86,285678,15
87,284044,4
88,283890,13
89,283573,20
90,283401,4
91,281977,4
92,280098,19
93,280063,12
94,279884,10
95,279672,1
96,279445,1
97,279050,3
98,279016,8
99,278762,1
100,278303,2
101,278067,5
102,278018,8
103,277427,9
104,277353,7
105,277125,4
106,276992,5
107,276563,16
108,276386,20
109,275978,18
110,275593,14
111,274619,20
112,274591,3
113,274357,6
114,274177,11
115,273724,4
116,273176,19
117,273090,6
118,272493,16
119,272478,12
120,272284,17
121,271831,17
122,271207,2
123,269840,3
124,269435,15
125,269149,13
126,268204,4
127,268134,10
128,267890,8
129,265888,13
130,265176,9
131,264591,17
132,264094,8
133,263938,15
134,263459,3
135,263077,10
136,262979,1
137,262205,2
138,261047,14
139,260830,3
140,260677,15
141,259653,16
142,258862,3
143,258820,13
144,257935,8
145,257162,3
146,256158,4
147,255777,20
148,255427,5
149,253883,19
150,253689,17
151,253610,11
152,253351,9
153,253008,18
154,252165,3
155,251935,14
156,251514,7
157,251445,3
158,251336,8
159,251123,12
160,250798,5
161,250762,11
162,248968,16
163,247247,7
164,246655,2
165,246609,16
166,246390,5
167,246139,10
168,244783,13
169,244391,13
170,244357,14
171,244332,4
172,243963,2
173,243680,7
174,243668,18
175,243578,11
176,243268,6
177,242802,17
178,242392,4
179,242326,7
180,241433,7
181,241057,20
182,240569,18
183,240156,19
184,239847,8
185,239473,9
186,238680,14
187,238620,10
188,237575,12
189,236598,17
190,236519,6
191,233055,20
192,232169,2
193,231887,4
194,231545,9
195,231013,2
196,230846,17
197,230748,1
198,230526,20
199,229931,16
200,229785,19
201,229448,16
202,229025,14
203,227705,12
204,227355,2
205,227130,17
206,226864,15
207,226650,18
208,226609,5
209,225864,4
210,223787,18
211,223336,18
212,222874,10
213,222544,11
214,221209,11
215,220617,17
216,220496,10
217,220284,4
218,220271,5
219,218913,1
220,218635,11
221,218141,20
222,217280,7
223,217033,14
224,216896,15
225,214778,10
226,214154,10
227,212699,6
228,211696,3
229,211452,16
230,210591,13
231,209845,15
232,209212,14
233,208496,20
234,208367,11
235,208317,15
236,207384,18
237,207146,2
238,206372,14
239,206159,9
240,205335,4
241,203990,20
242,203184,7
243,201844,11
244,201754,5
245,201430,14
246,201383,6
247,201272,4
248,201269,3
249,201140,8
250,201033,1
251,200524,18
252,200006,19
253,199773,9
254,199768,13
255,199736,3
256,199418,8
257,198885,8
258,197818,5
259,197171,1
260,195617,8
261,195522,17
262,194979,9
263,194730,8
264,194158,20
265,193980,9
266,192130,4
267,191626,4
268,191405,4
269,190890,5
270,190560,5
271,190481,9
272,190179,20
273,188739,5
274,188537,16
275,188533,5
276,187914,5
277,185701,8
278,185580,9
279,185494,9
280,185194,18
281,184399,4
282,183776,3
283,182559,2
284,182368,11
285,181431,4
286,180800,3
287,180464,7
288,179902,16
289,177692,13
290,176411,20
291,175542,9
292,174821,11
293,174757,6
294,174469,14
295,173958,18
296,173945,19
297,170443,2
298,170261,11
299,169985,3
300,169331,5
301,169294,2
302,167975,6
303,167667,3
304,167648,11
305,167622,15
306,167405,2
307,165547,15
308,164444,2
309,163809,2
310,163370,4
311,162437,12
312,162314,12
313,161522,17
314,160540,16
315,160436,6
316,159967,1
317,159783,12
318,159336,16
319,159257,8
320,158364,9
321,158168,12
322,157853,4
323,155965,6
324,155481,12
325,155233,18
326,155227,18
327,154523,13
328,154299,3
329,154063,18
330,153897,15
331,153745,19
332,153317,19
333,153094,16
334,152202,4
335,152068,19
336,151758,19
337,151021,5
338,150610,19
339,150526,17
340,150156,11
341,149952,11
342,149867,20
343,149865,14
344,148854,15
345,148256,8
346,148121,12
347,146434,13
348,146104,13
349,145578,5
350,145569,13
351,145198,4
352,144947,9
353,143933,17
354,143331,3
355,143145,1
356,142039,5
357,141311,7
358,141153,17
359,141101,5
360,140873,11
361,140728,1
362,139729,3
363,139541,1
364,138189,19
365,136809,9
366,136601,16
367,136334,4
368,135865,10
369,135646,10
370,135568,7
371,134158,7
372,133268,3
373,132574,18
374,132223,5
375,131646,15
376,131457,14
377,129404,8
378,129206,12
379,129199,9
380,127587,20
381,127271,18
382,127201,5
383,126633,19
384,126408,10
385,126241,10
386,126133,3
387,125794,6
388,124649,6
389,124371,19
390,124355,14
391,123900,1
392,123808,3
393,123765,9
394,122890,1
395,122768,11
396,122574,4
397,121993,19
398,121936,10
399,121353,12
400,120692,19
401,120174,9
402,119325,18
403,119056,2
404,118735,17
405,118105,7
406,117508,1
407,116686,14
408,116640,2
409,116333,5
410,115770,19
411,114115,17
412,113827,15
413,113174,18
414,113018,14
415,112996,10
416,112727,19
417,112630,12
418,110973,17
419,110644,2
420,108837,5
421,108826,3
422,108764,14
423,108702,13
424,108398,18
425,107922,14
426,107453,5
427,107442,5
428,107257,8
429,106817,19
430,105760,2
431,105526,14
432,104817,1
433,103789,19
434,103700,8
435,103307,16
436,102578,9
437,102463,10
438,100286,3
439,98551,11
440,98443,4
441,98439,1
442,98222,1
443,96848,17
444,96728,20
445,96482,10
446,96328,17
447,95461,5
448,95335,15
449,94981,7
450,92189,20
451,91548,12
452,90833,11
453,90825,17
454,90417,19
455,89984,9
456,88662,13
457,87740,1
458,87446,6
459,87398,14
460,87025,4
461,85772,19
462,85514,15
463,85513,16
464,83926,13
465,83407,19
466,83312,15
467,82986,13
468,81958,13
469,81694,11
470,81150,4
471,80977,1
472,80541,13
473,79609,6
474,78844,8
475,77256,6
476,77225,16
477,76624,11
478,76573,7
479,76481,13
480,76428,9
481,76168,14
482,75443,7
483,75428,7
484,75050,2
485,73204,3
486,73054,1
487,72969,20
488,72788,8
489,72165,11
490,71194,11
491,70440,7
492,70146,19
493,69888,4
494,69010,16
495,68771,10
496,68192,11
497,67004,5
498,66858,14
499,66699,11
