ID,X,COPIES
0,330218,5
1,330057,11
2,329658,16
3,323533,4
4,322557,17
5,321797,16
6,320899,17
7,317769,17
8,316900,20
9,314502,19
10,314305,10
11,303224,20
12,302480,20
13,301696,17
14,300182,18
15,298453,1
16,297781,2
17,297401,1
18,297092,17
19,292138,13
20,291581,9
21,289202,3
22,287200,2
23,284133,8
24,282992,13
25,279239,5
26,275758,7
27,275123,8
28,271210,12
29,268793,1
30,268237,16
31,268233,20
32,267585,13
33,264657,1
34,262990,13
35,261745,19
36,259417,3
37,259235,9
38,259065,8
39,257891,13
40,256544,6
41,256375,20
42,255608,3
43,253129,2
44,250060,19
45,248828,17
46,247290,18
47,245993,11
48,244901,11
49,242055,14
50,242028,11
51,240429,7
52,239289,14
53,238235,10
54,234895,8
55,233081,2
56,231706,12
57,231506,2
58,228250,20
59,228237,8
60,225809,18
61,224637,9
62,223601,10
63,216633,16
64,216167,1
65,202317,5
66,201941,13
67,201534,14
68,199783,7
69,199611,11
70,197869,14
71,195083,1
72,194317,13
73,188098,5
74,187890,15
75,187136,6
76,186567,5
77,184969,18
78,183374,16
79,183162,14
80,182722,1
81,181577,9
82,180544,9
83,180008,8
84,174353,11
85,171394,5
86,169876,4
87,167035,11
88,166027,17
89,159023,4
90,147963,1
91,147951,12
92,145713,16
93,143473,16
94,130973,18
95,125292,8
96,124664,20
97,123607,4
98,123389,19
99,120865,4
100,120501,5
101,118739,12
102,118374,3
103,116944,16
104,114251,6
105,113429,6
106,113168,2
107,112429,8
108,107926,6
109,107289,17
110,106583,13
111,102528,14
112,98802,11
113,91080,17
114,89293,10
115,87910,12
116,87622,6
117,83774,2
118,83548,1
119,79207,3
120,76843,1
121,74177,13
122,73889,3
123,71569,12
124,68629,5
