ID,X,COPIES
0,999479,13
1,996995,1
2,988611,16
3,984058,5
4,977848,16
5,975635,3
6,972370,18
7,971362,4
8,959425,14
9,959102,5
10,956484,6
11,934623,6
12,932629,13
13,931416,13
14,922817,5
15,918581,16
16,913632,7
17,898459,12
18,886593,18
19,878282,14
20,877432,14
21,861968,15
22,851448,20
23,842606,1
24,834023,7
25,832169,14
26,803099,4
27,780828,20
28,771612,11
29,767591,10
30,763942,15
31,749427,17
32,725386,13
33,723010,19
34,720894,16
35,719150,9
36,713350,16
37,702418,16
38,698464,14
39,677143,11
40,674408,14
41,672332,10
42,670721,3
43,663720,7
44,654768,6
45,627793,11
46,620959,6
47,620402,11
48,611287,18
49,608253,2
50,607631,15
51,601722,20
52,589689,10
53,574166,16
54,572707,3
55,572322,11
56,567560,5
57,561548,14
58,553134,6
59,550728,12
60,543533,17
61,539010,20
62,533177,18
63,518975,10
64,494026,1
65,493637,1
66,491858,3
67,478129,13
68,472599,7
69,472338,15
70,470334,18
71,467963,17
72,463089,10
73,458576,4
74,452519,17
75,449696,15
76,433933,3
77,408532,7
78,394954,3
79,384802,14
80,382905,13
81,379952,15
82,369854,1
83,356043,8
84,295314,19
85,280639,7
86,279370,9
87,248519,15
88,248116,8
89,240692,11
90,235155,19
91,234074,10
92,233186,20
93,220344,19
94,220031,10
95,218277,13
96,215099,2
97,205761,5
98,199763,14
99,197444,1
100,196240,7
101,188821,11
102,151180,19
103,146326,1
104,145976,5
105,139511,19
106,124087,16
107,122916,10
108,122661,14
109,116584,12
110,104191,3
111,103504,18
112,90828,18
113,78750,5
114,76297,4
115,71008,3
116,67152,10
117,55167,1
118,42483,15
119,38141,14
120,33261,12
121,30683,2
122,26228,17
123,25447,12
124,20156,17
