ID,X,COPIES
0,332601,20
1,330098,18
2,329360,7
3,328105,16
4,326066,9
5,322048,16
6,320019,6
7,318427,16
8,317973,14
9,317436,7
10,316419,11
11,315430,7
12,313838,11
13,312782,3
14,312748,20
15,305823,10
16,305469,17
17,305035,7
18,304023,8
19,302283,9
20,298008,20
21,297254,19
22,294026,11
23,293772,2
24,292537,11
25,292365,18
26,288958,16
27,287452,1
28,285258,14
29,283214,18
30,282315,13
31,282108,4
32,280709,5
33,279910,7
34,278138,9
35,275989,16
36,274673,9
37,274258,10
38,274088,8
39,273315,8
40,270481,3
41,268520,7
42,267604,12
43,267437,14
44,266768,11
45,255768,15
46,253544,2
47,252963,6
48,249478,3
49,249355,15
50,243286,12
51,242710,2
52,241641,10
53,240754,12
54,240494,4
55,239001,2
56,235136,16
57,235071,6
58,234563,2
59,234460,11
60,227605,12
61,227307,2
62,224272,8
63,224106,5
64,218983,18
65,215923,12
66,211691,12
67,210471,15
68,206142,18
69,204540,9
70,198534,20
71,196898,9
72,195460,12
73,194195,15
74,192301,9
75,189472,5
76,188546,3
77,187389,17
78,185453,1
79,185435,15
80,183364,6
81,181561,9
82,180865,6
83,179669,9
84,176501,10
85,174634,20
86,174159,18
87,173624,8
88,172920,19
89,171942,6
90,170725,19
91,170425,20
92,167468,2
93,164291,5
94,162601,1
95,160191,20
96,155659,8
97,153623,13
98,151041,16
99,150948,2
100,149421,11
101,147749,4
102,146428,8
103,143008,4
104,133413,6
105,119659,2
106,119468,15
107,115232,4
108,114060,5
109,110783,17
110,110477,6
111,106350,9
112,104016,10
113,97446,20
114,96909,2
115,96894,14
116,95917,4
117,94856,10
118,90276,12
119,90040,12
120,83918,5
121,83576,1
122,81476,19
123,77967,14
124,76538,15
