ID,X,COPIES
0,996635,15
1,995221,10
2,992542,18
3,992103,14
4,987776,18
5,983431,11
6,983122,5
7,978088,8
8,975236,5
9,973058,17
10,964732,13
11,956522,9
12,951246,5
13,946630,12
14,946033,17
15,943061,10
16,941352,13
17,936807,11
18,935185,14
19,931026,8
20,924273,9
21,921172,18
22,916510,13
23,916013,20
24,912827,17
25,907911,2
26,899726,9
27,898333,13
28,897841,14
29,897548,15
30,896806,9
31,891911,17
32,891271,12
33,880990,11
34,880578,3
35,880359,14
36,880278,18
37,880006,1
38,875543,5
39,868900,17
40,867630,7
41,858255,17
42,856004,1
43,853113,14
44,852391,15
45,847327,18
46,845475,2
47,844966,20
48,842130,7
49,842129,4
50,832135,13
51,831978,2
52,831142,10
53,825232,5
54,822701,15
55,817144,14
56,816196,6
57,809419,16
58,809057,11
59,807981,19
60,791726,11
61,790872,3
62,790228,9
63,784352,7
64,782398,1
65,781661,14
66,781473,15
67,778494,13
68,773940,20
69,768938,8
70,767669,4
71,765483,14
72,751587,2
73,747597,18
74,734371,5
75,732679,4
76,727228,6
77,703143,13
78,702850,13
79,702500,1
80,688292,7
81,685770,8
82,676137,12
83,672756,12
84,659682,1
85,655296,11
86,653823,3
87,649690,11
88,649636,5
89,645099,4
90,645001,18
91,643354,8
92,640000,16
93,628750,16
94,627209,15
95,623598,20
96,622415,20
97,617246,8
98,611576,6
99,611233,19
100,611127,8
101,609885,2
102,604998,5
103,596774,18
104,595813,7
105,594076,15
106,593328,7
107,586905,20
108,584843,5
109,582684,11
110,581417,16
111,581340,15
112,578373,18
113,578368,18
114,578307,13
115,578128,14
116,576110,15
117,568769,6
118,562942,6
119,562916,19
120,559586,9
121,557124,3
122,550245,11
123,545375,12
124,542699,20
125,542583,15
126,538098,6
127,537534,10
128,535317,9
129,528605,18
130,526284,18
131,525230,20
132,519773,5
133,501582,3
134,495572,13
135,494314,10
136,491519,17
137,491104,6
138,486324,3
139,480191,9
140,480174,16
141,479882,17
142,473524,5
143,467735,11
144,461390,15
145,455040,11
146,446033,14
147,443810,11
148,442198,16
149,427951,20
150,424128,7
151,409839,8
152,408425,20
153,408046,4
154,396369,14
155,395740,19
156,395408,13
157,395348,12
158,394129,15
159,391339,4
160,386477,18
161,385983,7
162,371078,3
163,369937,14
164,365304,6
165,364151,16
166,356253,12
167,347138,17
168,343960,8
169,338562,3
170,337385,9
171,335444,3
172,332743,9
173,315758,13
174,315013,1
175,310146,20
176,308155,11
177,304527,19
178,302498,9
179,302358,11
180,296599,6
181,295959,10
182,294831,16
183,294016,4
184,291255,19
185,286065,2
186,279680,4
187,274448,4
188,263619,1
189,261773,13
190,250460,7
191,245324,5
192,242414,20
193,220033,10
194,215776,12
195,213189,13
196,211300,7
197,209869,19
198,207254,17
199,203367,13
200,201248,5
201,191407,15
202,187717,8
203,183314,7
204,181623,19
205,178082,11
206,171638,5
207,167463,4
208,165632,10
209,161181,5
210,155730,10
211,150939,8
212,144256,4
213,142745,9
214,134310,16
215,121407,2
216,121395,5
217,116959,7
218,116611,14
219,116284,9
220,111505,13
221,111341,17
222,109397,12
223,103615,5
224,96336,5
225,89137,17
226,79425,15
227,74756,12
228,72688,2
229,66484,7
230,60249,4
231,54305,4
232,52896,9
233,51439,14
234,49489,19
235,49389,3
236,47187,4
237,47176,9
238,47088,9
239,44611,8
240,43633,11
241,42664,3
242,39355,11
243,37051,17
244,20969,16
245,20262,3
246,19970,13
247,16872,14
248,15824,12
249,10047,2
