ID,X,COPIES
0,999025,3
1,998159,11
2,994740,12
3,993155,20
4,990386,20
5,985665,2
6,985570,17
7,982841,8
8,979842,9
9,979768,4
10,979593,17
11,975264,7
12,975185,20
13,974387,3
14,973903,4
15,971990,4
16,971909,7
17,970962,19
18,969849,11
19,966737,7
20,965207,19
21,963499,15
22,959965,4
23,959330,6
24,958707,14
25,958021,10
26,951602,18
27,951297,7
28,949976,10
29,948160,19
30,947332,9
31,946188,19
32,943671,2
33,943001,7
34,940684,3
35,939698,10
36,939527,9
37,935905,8
38,934646,11
39,934365,18
40,934341,15
41,933307,8
42,932332,12
43,925829,13
44,925339,18
45,925020,17
46,924159,3
47,923346,4
48,922928,17
49,922868,14
50,921991,20
51,921180,14
52,919859,9
53,916895,16
54,913870,13
55,913869,13
56,911121,3
57,908573,12
58,908406,13
59,907899,9
60,904140,4
61,903279,15
62,902930,9
63,900522,4
64,899321,18
65,898768,9
66,898286,6
67,895205,2
68,889846,15
69,888424,20
70,883663,12
71,882247,13
72,880778,5
73,879664,4
74,879402,6
75,879017,10
76,875949,20
77,875864,14
78,875383,11
79,874857,8
80,873721,18
81,873234,14
82,872720,14
83,870344,15
84,870153,18
85,868968,10
86,868288,9
87,867489,20
88,864635,20
89,864426,17
90,864259,8
91,863354,6
92,859632,7
93,859353,10
94,854748,6
95,853224,20
96,852997,2
97,852289,18
98,851208,19
99,847688,14
100,846159,1
101,841092,19
102,840012,5
103,839915,2
104,837123,3
105,832622,8
106,824245,13
107,820537,2
108,819961,7
109,816261,6
110,815386,1
111,805876,6
112,803452,16
113,801414,17
114,799982,10
115,799539,4
116,798284,13
117,793693,4
118,793543,12
119,789561,14
120,788193,10
121,788007,4
122,786392,16
123,782087,20
124,781968,8
125,777653,19
126,776740,18
127,776219,10
128,775681,18
129,772532,6
130,772330,6
131,771051,2
132,770728,19
133,766927,19
134,766169,4
135,764695,5
136,764371,3
137,764262,5
138,762537,5
139,762346,11
140,762194,20
141,762005,17
142,760710,8
143,759252,15
144,758944,12
145,758829,3
146,757791,14
147,754709,14
148,753685,12
149,752021,3
150,750140,11
151,749581,3
152,748212,4
153,747957,20
154,747812,5
155,747779,10
156,747166,15
157,746295,13
158,746242,13
159,744804,15
160,744095,11
161,743806,7
162,742122,8
163,742030,8
164,741506,14
165,739422,5
166,739074,11
167,737316,4
168,737108,2
169,733268,14
170,732728,1
171,732237,1
172,728935,13
173,728647,20
174,728241,8
175,725280,15
176,724789,19
177,724242,6
178,723539,11
179,722747,6
180,722204,9
181,722095,2
182,720960,5
183,720492,4
184,717134,2
185,716454,18
186,714473,18
187,713178,5
188,712282,15
189,711675,3
190,710912,6
191,710536,4
192,710088,15
193,708603,9
194,707207,4
195,703782,6
196,702974,13
197,697097,13
198,691657,12
199,691243,16
200,691038,8
201,688379,4
202,687896,7
203,687417,11
204,686212,18
205,685492,15
206,683080,1
207,681703,4
208,677784,7
209,673780,14
210,671783,16
211,669195,16
212,664507,1
213,662143,20
214,657482,6
215,656667,13
216,656449,8
217,654788,18
218,653944,16
219,652786,8
220,650051,13
221,649406,10
222,648732,10
223,647171,11
224,646103,5
225,645457,14
226,645372,12
227,644610,10
228,644607,20
229,640440,2
230,639892,9
231,635944,4
232,633268,12
233,632322,10
234,627633,5
235,627262,4
236,624196,10
237,622152,18
238,621753,8
239,620819,15
240,619024,4
241,618320,16
242,615427,7
243,614844,5
244,609458,11
245,609038,14
246,608234,20
247,607919,13
248,606039,3
249,606019,12
250,605581,14
251,603417,17
252,602824,17
253,601299,5
254,598833,14
255,598416,3
256,598260,19
257,598055,14
258,596628,15
259,595776,14
260,594838,20
261,593942,7
262,591819,19
263,590100,13
264,589365,19
265,588367,10
266,586242,11
267,585983,10
268,584261,6
269,582329,20
270,582108,13
271,580296,14
272,579794,14
273,577870,3
274,577293,8
275,577136,19
276,575769,6
277,575082,14
278,574241,9
279,572454,13
280,568276,17
281,566355,19
282,565922,4
283,564956,3
284,560290,9
285,556714,10
286,556485,12
287,556184,2
288,555478,6
289,554239,15
290,553677,1
291,548062,15
292,547691,14
293,545144,17
294,540853,7
295,540556,8
296,539294,2
297,537954,11
298,537820,5
299,537517,20
300,535094,12
301,533047,4
302,528259,18
303,526730,15
304,525901,2
305,524761,13
306,523435,8
307,517894,20
308,516772,19
309,514293,2
310,509392,10
311,509364,17
312,509022,14
313,508668,8
314,503874,3
315,503294,8
316,502450,5
317,499291,6
318,499120,3
319,498498,17
320,497492,4
321,496390,15
322,493016,20
323,491267,3
324,490010,17
325,488104,7
326,483906,19
327,483495,3
328,482389,1
329,481257,13
330,480726,5
331,480669,12
332,479844,17
333,470951,8
334,470129,12
335,468356,3
336,466011,9
337,461883,18
338,461275,13
339,458030,13
340,457287,2
341,454010,7
342,451923,1
343,450076,15
344,449599,15
345,449509,5
346,449337,9
347,449325,1
348,448134,2
349,447327,2
350,446412,19
351,439879,3
352,439132,16
353,438162,12
354,437169,2
355,436045,7
356,435022,1
357,433567,6
358,433474,16
359,431228,18
360,430568,13
361,428941,17
362,428526,2
363,428061,8
364,427459,20
365,423915,18
366,423475,11
367,421140,14
368,420584,19
369,420356,2
370,418971,2
371,418501,2
372,417717,10
373,413740,5
374,412144,12
375,409566,15
376,408514,9
377,408490,5
378,404174,6
379,402529,7
380,400481,11
381,400121,20
382,399898,4
383,397390,6
384,396033,19
385,395405,13
386,394872,19
387,392056,9
388,391616,8
389,389096,20
390,389093,4
391,388224,12
392,387604,19
393,386474,3
394,386162,14
395,383657,20
396,382771,6
397,380582,3
398,380276,16
