ID,X,COPIES
0,331250,7
1,331036,3
2,329460,7
3,323751,16
4,321811,17
5,318576,20
6,315384,12
7,315055,17
8,312981,12
9,312332,15
10,312062,7
11,306692,14
12,304505,3
13,303587,18
14,301287,1
15,300191,20
16,298644,11
17,298153,17
18,297350,14
19,295697,1
20,292500,15
21,286854,1
22,285252,13
23,282944,19
24,282369,8
25,281608,8
26,277905,1
27,276844,6
28,271193,12
29,271158,8
30,266488,15
31,263409,5
32,261751,14
33,258637,6
34,255331,12
35,251474,2
36,251279,8
37,249474,15
38,247288,15
39,246698,3
40,242697,16
41,240077,8
42,235064,17
43,231771,1
44,228186,20
45,227795,11
46,226210,5
47,219212,19
48,218456,3
49,218213,15
50,211475,15
51,210297,13
52,197883,1
53,197504,20
54,189534,19
55,188415,17
56,185539,6
57,184424,6
58,182271,20
59,178301,1
60,171255,3
61,168653,11
62,167628,8
63,164377,15
64,155029,1
65,152224,9
66,151938,4
67,143539,11
68,141905,11
69,139059,12
70,138879,2
71,134384,6
72,129964,3
73,129858,18
74,127453,10
75,124530,4
76,123853,16
77,116542,3
78,111427,19
79,109691,17
80,108737,15
81,102931,15
82,102305,13
83,102040,15
84,100570,11
85,95229,18
86,90266,8
87,88455,3
88,84472,11
89,83822,12
90,83546,12
91,73535,2
92,72713,9
93,69882,11
94,68233,10
95,65891,20
96,64434,10
97,62815,9
98,62268,3
99,60753,1
100,58039,12
101,57973,9
102,57631,14
103,54696,9
104,47586,16
105,40611,8
106,39694,17
107,39159,11
108,39157,20
109,38187,1
110,38036,6
111,36255,12
112,34951,20
113,33189,7
114,31365,11
115,30180,7
116,29445,13
117,27050,12
118,24390,5
119,22994,10
120,20141,14
121,18611,2
122,17508,15
123,16855,14
124,16014,13
