ID,X,COPIES
0,333006,2
1,332864,4
2,332308,19
3,331082,13
4,330749,19
5,330652,15
6,329912,11
7,329836,2
8,329722,3
9,329576,3
10,329564,13
11,328765,18
12,328633,7
13,326858,12
14,325780,7
15,325682,17
16,325490,2
17,324426,18
18,323689,10
19,323410,6
20,322102,13
21,321702,3
22,320959,2
23,320942,15
24,320117,12
25,319976,5
26,319665,13
27,319631,1
28,319595,11
29,319522,15
30,319113,7
31,318540,12
32,318500,5
33,318192,17
34,317524,10
35,316387,5
36,316324,9
37,316089,5
38,315861,1
39,314258,7
40,314231,19
41,313292,8
42,313274,8
43,312171,17
44,311432,17
45,310984,3
46,310765,6
47,309625,9
48,309014,4
49,308689,4
50,308250,20
51,307444,10
52,307323,11
53,306638,2
54,306583,16
55,306339,7
56,305580,6
57,304973,11
58,304178,4
59,304024,17
60,303788,11
61,302361,19
62,301710,10
63,301468,17
64,301225,6
65,300929,4
66,298708,14
67,298328,16
68,298014,7
69,297873,19
70,297801,10
71,297343,1
72,296646,1
73,296527,19
74,296387,15
75,295762,12
76,295751,4
77,294634,14
78,294140,12
79,293523,18
80,292936,9
81,292862,19
82,291167,1
83,288265,1
84,288261,5
85,288112,16
86,287225,9
87,287210,2
88,287198,6
89,286807,14
90,286758,6
91,285249,2
92,284035,17
93,283673,7
94,283386,1
95,283380,15
96,283020,12
97,282649,15
98,282204,19
99,281976,9
100,281667,2
101,281116,3
102,280662,14
103,279725,16
104,279400,20
105,278876,20
106,277079,8
107,276217,2
108,276199,11
109,276107,11
110,275884,2
111,275807,3
112,275445,6
113,275304,2
114,274815,1
115,274071,10
116,274038,12
117,272933,3
118,272882,14
119,272774,2
120,272159,12
121,271967,14
122,270822,12
123,270553,16
124,270230,5
125,269574,12
126,268324,5
127,267881,11
128,267862,5
129,267213,12
130,266187,1
131,265630,12
132,265443,17
133,265127,1
134,264834,5
135,263344,11
136,263063,15
137,262901,2
138,259157,18
139,258032,16
140,257753,4
141,257614,4
142,256251,15
143,256062,2
144,255364,4
145,254688,20
146,254590,19
147,253917,17
148,253786,4
149,252587,18
150,252527,17
151,251553,19
152,251271,14
153,250955,15
154,250894,13
155,249793,13
156,249353,13
157,248073,8
158,248061,15
159,247834,8
160,247400,6
161,246924,9
162,245648,19
163,245255,12
164,244973,12
165,244296,13
166,243699,16
167,243137,5
168,242975,7
169,242343,18
170,239736,8
171,238734,19
172,238122,4
173,237947,11
174,237797,20
175,237699,19
176,237342,9
177,236795,4
178,236073,19
179,235994,17
180,235722,12
181,235701,13
182,235643,3
183,235401,20
184,235294,5
185,234966,12
186,234954,20
187,233003,5
188,232369,16
189,232285,14
190,232219,19
191,232115,17
192,231929,8
193,231585,4
194,230187,4
195,229714,12
196,228820,5
197,228769,20
198,228755,12
199,228690,11
200,228393,8
201,228106,7
202,226752,18
203,226517,1
204,226471,7
205,226002,15
206,225593,10
207,225003,1
208,223193,8
209,222970,3
210,222954,9
211,222668,7
212,220880,9
213,220168,19
214,219809,2
215,219659,20
216,219187,4
217,219150,9
218,218435,11
219,218392,19
220,217649,7
221,216098,19
222,215983,9
223,215589,13
224,214693,16
225,214491,18
226,214379,9
227,214153,16
228,213929,14
229,213716,3
230,213340,9
231,212840,7
232,212026,10
233,211921,10
234,211864,17
235,211286,18
236,211063,15
237,209497,15
238,208394,13
239,207733,19
240,206992,16
241,206407,10
242,206335,12
243,205733,5
244,205706,11
245,205365,19
246,204174,7
247,203966,7
248,203183,16
249,201826,19
250,198645,3
251,198449,14
252,198280,1
253,197281,12
254,196854,17
255,196736,20
256,196566,16
257,196256,4
258,195861,17
259,195184,4
260,195052,17
261,194691,17
262,194272,14
263,193065,11
264,192991,4
265,191740,12
266,191563,20
267,190785,2
268,190545,19
269,190270,9
270,189494,20
271,189243,12
272,188706,16
273,188390,19
274,187520,14
275,187248,19
276,184499,4
277,183012,10
278,182084,18
279,181403,14
280,181148,4
281,180694,6
282,180183,10
283,180154,13
284,179955,14
285,179663,10
286,179420,14
287,177907,2
288,177455,12
289,177391,10
290,176704,8
291,175679,14
292,174657,14
293,174381,10
294,173775,7
295,173415,2
296,173136,8
297,173128,12
298,173121,5
299,172784,13
300,172051,20
301,170469,12
302,170160,18
303,169734,2
304,169569,14
305,167692,20
306,167177,11
307,167101,15
308,166664,4
309,165958,9
310,164757,20
311,163718,6
312,163601,2
313,162747,7
314,162726,2
315,162632,1
316,162422,7
317,162298,3
318,161969,11
319,160982,18
320,160847,19
321,160727,14
322,160119,17
323,158870,11
324,158481,1
325,157980,12
326,157831,16
327,157481,7
328,156845,8
329,156613,2
330,156473,11
331,156459,8
332,153826,11
333,152931,5
334,152923,17
335,152610,9
336,152582,9
337,152330,20
338,151842,4
339,151113,19
340,149771,6
341,149353,10
342,149090,5
343,149003,9
344,148867,19
345,148862,10
346,148646,5
347,147723,6
348,146833,18
349,146585,18
350,145957,13
351,145798,10
352,145678,1
353,145138,18
354,144792,19
355,144048,6
356,143692,1
357,143022,10
358,142304,8
359,141752,16
360,141169,5
361,141019,2
362,140466,11
363,137819,8
364,137262,16
365,137123,5
366,136705,14
367,136006,8
368,135919,12
369,135831,1
370,135813,19
371,135479,4
372,134477,12
373,134113,14
374,133754,15
375,133726,10
376,133226,10
377,133107,4
378,132784,3
379,132163,7
380,131784,17
381,131695,10
382,130894,12
383,129795,2
384,128543,11
385,128406,16
386,127954,7
387,127348,6
388,126999,3
389,126617,8
390,126611,12
391,126189,7
392,125228,6
393,124982,5
394,124128,4
395,123528,13
396,123048,6
397,122560,1
398,122035,3
399,121303,6
400,120050,11
401,119836,17
402,118150,5
403,118081,4
404,117900,11
405,117752,2
406,116733,2
407,115921,18
408,115874,10
409,115140,17
410,115074,11
411,114994,4
412,114378,2
413,113910,8
414,113603,3
415,113117,7
416,113034,13
417,112945,16
418,111847,2
419,111201,7
420,110163,12
421,108898,5
422,108748,15
423,107836,6
424,107197,11
425,106982,9
426,106302,14
427,105542,12
428,104992,6
429,104937,11
430,104910,10
431,104768,4
432,104703,19
433,104698,17
434,104076,14
435,104025,10
436,103979,20
437,103954,17
438,102995,4
439,102549,10
440,102418,5
441,102349,10
442,101581,15
443,101368,15
444,101068,7
445,100746,12
446,99778,15
447,99654,13
448,98745,9
449,98393,14
450,98191,7
451,97771,7
452,97717,13
453,97536,5
454,97217,9
455,96279,19
456,95888,12
457,95223,7
458,94927,11
459,94538,11
460,94468,11
461,92297,15
462,92218,20
463,92048,20
464,92000,6
465,91937,10
466,91826,15
467,91546,20
468,90029,18
469,88162,3
470,87287,18
471,86772,19
472,86411,13
473,86171,19
474,85492,12
475,84423,5
476,83448,10
477,82887,16
478,80691,19
479,80275,2
480,79747,14
481,79712,3
482,79703,10
483,79426,5
484,77809,11
485,77638,6
486,76114,1
487,76057,12
488,74249,19
489,73760,18
490,73640,10
491,73506,11
492,73245,9
493,73160,16
494,73007,10
495,72016,12
496,71704,12
497,70348,12
498,70008,2
