ID,X,COPIES
0,332767,9
1,332350,19
2,331735,11
3,331019,11
4,329779,3
5,329553,5
6,328487,10
7,327933,18
8,327929,18
9,327608,5
10,325427,8
11,322030,16
12,321308,9
13,320756,16
14,318918,9
15,318305,11
16,317798,18
17,316086,7
18,315751,14
19,315267,10
20,314572,9
21,314019,8
22,312727,10
23,311116,16
24,310790,1
25,309558,6
26,309230,4
27,309090,5
28,308907,8
29,306653,16
30,304459,9
31,302025,6
32,299361,9
33,299066,10
34,297358,6
35,295177,2
36,294663,20
37,294574,7
38,294464,14
39,292915,20
40,290809,2
41,289637,5
42,285454,15
43,285257,2
44,284647,3
45,284154,7
46,282884,19
47,282615,13
48,281918,13
49,279175,19
50,278010,16
51,277223,10
52,277121,13
53,275484,12
54,273415,10
55,272576,15
56,272274,6
57,271423,17
58,271382,8
59,268067,10
60,267168,16
61,267143,14
62,266923,11
63,266502,1
64,263166,4
65,262932,6
66,262246,5
67,262244,4
68,261124,14
69,257896,13
70,257727,13
71,257656,10
72,256634,5
73,255415,12
74,254901,7
75,254185,20
76,252050,5
77,250594,16
78,250174,7
79,249835,14
80,249600,6
81,249554,18
82,248798,20
83,248264,19
84,247713,5
85,246891,6
86,246848,9
87,245120,17
88,244981,2
89,244499,4
90,244102,9
91,244101,7
92,243390,7
93,243063,5
94,241862,4
95,241353,20
96,241313,9
97,240949,8
98,240602,3
99,240591,13
100,239716,8
101,239673,7
102,238786,13
103,238083,6
104,237988,17
105,237512,10
106,235520,20
107,235399,2
108,233848,7
109,233704,17
110,229886,3
111,228069,11
112,226720,8
113,226584,14
114,226442,3
115,222542,18
116,221255,8
117,221043,5
118,220731,6
119,215487,15
120,215254,2
121,214478,19
122,210782,9
123,209951,14
124,207954,3
125,207583,17
126,206917,4
127,206422,16
128,206132,5
129,205433,2
130,204010,17
131,203918,13
132,203118,13
133,201669,20
134,201093,18
135,200866,16
136,198495,12
137,196716,20
138,196652,3
139,194184,17
140,193764,13
141,191650,4
142,191071,3
143,190619,13
144,189635,11
145,189150,4
146,188454,13
147,188380,5
148,188333,13
149,185338,17
150,185090,4
151,184339,4
152,184209,6
153,182706,14
154,182657,2
155,182220,13
156,180253,3
157,178884,2
158,177449,18
159,174272,13
160,174075,19
161,173605,5
162,171400,17
163,171219,2
164,167669,17
165,167664,4
166,166615,5
167,166612,1
168,162739,12
169,162631,15
170,162440,5
171,157597,12
172,156423,18
173,156086,6
174,155844,4
175,155384,1
176,154361,18
177,153316,19
178,152345,2
179,152158,3
180,150570,4
181,149434,12
182,148439,17
183,145873,1
184,145339,3
185,144445,7
186,144343,12
187,143946,15
188,143896,1
189,143413,13
190,143356,14
191,143157,20
192,142838,10
193,142500,12
194,142023,13
195,138956,11
196,138492,10
197,138484,7
198,134416,20
199,134245,6
200,134185,17
201,133961,17
202,133162,11
203,129820,5
204,129241,12
205,128250,8
206,126342,12
207,125057,20
208,123626,13
209,120659,18
210,118890,8
211,116019,12
212,115274,2
213,114226,6
214,113714,14
215,113377,6
216,112708,16
217,110559,14
218,109384,6
219,108798,1
220,107622,17
221,106415,18
222,106133,20
223,105614,9
224,105403,9
225,104983,17
226,104079,4
227,101364,2
228,101122,20
229,100864,15
230,97067,7
231,96986,12
232,94660,2
233,93673,6
234,93569,17
235,88477,1
236,88068,12
237,87175,11
238,86580,4
239,81206,20
240,81019,7
241,79868,12
242,78365,13
243,76277,16
244,75806,8
245,72570,17
246,71855,3
247,70051,1
248,69226,1
249,69092,12
