ID,X,COPIES
0,997581,7
1,992761,6
2,990457,17
3,990348,7
4,985608,14
5,985106,12
6,976436,3
7,974776,1
8,972476,10
9,967221,13
10,961433,16
11,961425,14
12,956985,9
13,956254,18
14,955948,9
15,953558,19
16,949866,9
17,946123,16
18,938820,7
19,928472,10
20,927356,7
21,924802,18
22,911201,2
23,910660,10
24,910420,11
25,909320,10
26,891941,4
27,886252,11
28,885814,1
29,883184,6
30,880483,7
31,871262,7
32,869456,16
33,858894,9
34,844720,18
35,841930,4
36,840830,17
37,838576,10
38,838190,1
39,834249,14
40,831012,18
41,830024,17
42,824826,7
43,818137,5
44,801459,16
45,798723,12
46,797618,17
47,795319,12
48,794977,4
49,793507,11
50,789633,4
51,788164,16
52,782483,15
53,777487,12
54,775718,15
55,773522,20
56,760353,13
57,758774,4
58,752279,1
59,734766,9
60,733940,16
61,733602,9
62,730139,7
63,729204,5
64,726428,13
65,715045,12
66,714627,20
67,714035,15
68,712910,6
69,712549,9
70,707951,12
71,694377,14
72,691979,19
73,678253,4
74,674167,6
75,666791,9
76,663890,8
77,663768,20
78,656993,11
79,649920,11
80,635912,12
81,633575,18
82,631822,13
83,631717,20
84,618789,17
85,617561,16
86,607618,4
87,605383,18
88,604727,10
89,602443,18
90,597461,5
91,589950,14
92,583833,15
93,576231,6
94,576142,4
95,570357,6
96,560357,14
97,551744,17
98,551410,13
99,551361,6
100,550235,20
101,544689,12
102,540983,3
103,539715,15
104,537391,12
105,529918,20
106,527847,14
107,527171,13
108,521618,13
109,517863,20
110,514458,3
111,509194,10
112,508772,18
113,508679,17
114,497150,9
115,495315,8
116,495087,7
117,494469,12
118,489038,17
119,483576,18
120,480335,16
121,479193,10
122,477177,16
123,469395,8
124,467831,13
125,462587,11
126,459891,8
127,448246,1
128,443958,10
129,441029,11
130,440495,16
131,439781,3
132,436091,1
133,432898,12
134,427951,8
135,424587,3
136,422350,4
137,414821,7
138,413607,8
139,412748,10
140,412729,12
141,411006,1
142,409242,14
143,407535,1
144,405717,10
145,401697,11
146,399012,7
147,398062,3
148,397704,16
149,394386,6
150,393546,17
151,383300,4
152,380372,11
153,376875,19
154,376173,2
155,373366,19
156,371896,13
157,364555,16
158,360977,7
159,359859,7
160,357748,19
161,357409,18
162,353054,6
163,351882,19
164,351531,20
165,341267,5
166,340884,15
167,340071,8
168,338129,18
169,338117,9
170,336069,6
171,335504,5
172,334951,4
173,328092,14
174,322649,10
175,321819,2
176,310216,12
177,304048,5
178,303829,14
179,296904,12
180,294632,4
181,294342,11
182,293755,18
183,283144,8
184,270486,12
185,267694,6
186,262016,3
187,258407,13
188,254541,3
189,253686,4
190,251868,4
191,249795,2
192,248466,7
193,244998,6
194,244076,14
195,242233,18
196,242224,7
197,238358,1
198,229570,4
199,215408,19
200,208614,7
201,202318,14
202,198910,7
203,197231,4
204,192788,14
205,186849,16
206,185218,2
207,179821,3
208,179799,14
209,178236,15
210,172703,16
211,172561,15
212,168205,10
213,155167,19
214,150092,3
215,149616,4
216,149511,13
217,147760,15
218,147217,11
219,141618,6
220,140869,3
221,133844,6
222,132648,10
223,129660,2
224,129463,1
225,126816,5
226,118798,14
227,108011,12
228,103865,12
229,100596,18
230,96026,4
231,89641,4
232,88841,1
233,88353,2
234,82540,8
235,77905,9
236,77083,7
237,54834,14
238,48808,1
239,41574,15
240,38806,4
241,35775,9
242,28158,20
243,27459,15
244,25575,7
245,25454,5
246,22620,18
247,21427,6
248,18227,12
249,14597,5
