ID,X,COPIES
0,996269,15
1,991611,7
2,989682,13
3,986609,12
4,983858,8
5,966946,5
6,961231,7
7,960019,6
8,957391,12
9,954962,12
10,952400,10
11,941394,3
12,940317,4
13,930581,11
14,930275,19
15,924581,1
16,924175,1
17,923987,18
18,923369,7
19,920883,15
20,919283,10
21,916866,12
22,915667,4
23,892418,8
24,891844,14
25,889864,14
26,879781,12
27,878482,7
28,878199,15
29,872079,10
30,867679,17
31,854833,5
32,853725,7
33,853662,12
34,852965,16
35,850184,8
36,847384,9
37,845558,5
38,843721,15
39,835541,7
40,835138,10
41,834392,9
42,834262,13
43,829965,1
44,823263,13
45,821812,8
46,821484,14
47,814884,7
48,813266,7
49,809877,11
50,803350,5
51,782411,2
52,777984,15
53,772081,19
54,769437,11
55,764319,2
56,761290,6
57,756823,19
58,756458,7
59,755717,7
60,754184,9
61,754062,3
62,752843,15
63,751362,15
64,750725,11
65,748610,20
66,745348,16
67,742392,4
68,739596,13
69,734909,1
70,728670,1
71,728191,16
72,726438,20
73,720443,9
74,719906,16
75,713680,14
76,711544,9
77,710595,1
78,709302,8
79,706399,8
80,705789,10
81,705455,1
82,701863,2
83,700526,12
84,698714,1
85,697382,20
86,693628,8
87,693071,9
88,689469,19
89,684491,19
90,684408,11
91,684357,12
92,681093,6
93,673114,4
94,670078,2
95,664578,12
96,664526,15
97,663984,19
98,660444,5
99,656535,3
100,638600,5
101,632236,16
102,630502,9
103,628843,10
104,627307,16
105,626093,15
106,617632,13
107,610561,20
108,607081,10
109,596675,4
110,591978,7
111,584493,15
112,583905,11
113,576923,15
114,571962,5
115,570623,5
116,567681,7
117,567525,5
118,565771,9
119,565360,5
120,562558,8
121,561862,15
122,553897,7
123,552423,10
124,545836,11
125,541347,18
126,539963,12
127,534645,14
128,522912,13
129,519577,5
130,513142,3
131,507719,14
132,499608,3
133,490457,20
134,489291,3
135,487921,3
136,476156,2
137,474509,20
138,470403,19
139,458034,1
140,448063,5
141,447954,14
142,446394,20
143,442609,20
144,428870,19
145,424474,16
146,422623,11
147,417214,10
148,416913,5
149,408912,9
150,404721,14
151,401596,13
152,396089,7
153,387783,20
154,373245,17
155,371376,7
156,365724,9
157,365527,14
158,362076,18
159,361709,8
160,361256,3
161,350720,15
162,340518,2
163,338740,13
164,337687,8
165,336996,12
166,333894,16
167,333313,13
168,329030,3
169,328187,19
170,321011,20
171,310825,5
172,304550,17
173,304494,13
174,303239,16
175,302879,6
176,294700,10
177,290532,8
178,287903,11
179,285125,12
180,280954,12
181,278558,5
182,263035,2
183,259847,15
184,257009,13
185,255986,4
186,246945,3
187,245973,17
188,245683,19
189,239090,1
190,238597,18
191,234429,18
192,224934,12
193,221642,14
194,218707,12
195,216189,18
196,215229,14
197,215042,9
198,212850,9
199,204831,2
200,203811,1
201,203221,16
202,198030,20
203,197982,18
204,195187,8
205,190576,3
206,186711,4
207,183336,7
208,179594,7
209,178121,1
210,169842,4
211,167218,15
212,166786,12
213,163078,20
214,160176,3
215,157288,11
216,143776,7
217,141684,14
218,136495,18
219,130447,8
220,128657,4
221,105783,2
222,104486,10
223,97325,15
224,97280,13
225,94893,19
226,94247,15
227,88017,16
228,81006,2
229,78959,10
230,76984,17
231,73201,19
232,73136,5
233,71506,19
234,71082,6
235,68361,10
236,68199,15
237,67269,3
238,61200,14
239,61085,18
240,56380,16
241,52657,5
242,51106,6
243,41896,18
244,40773,1
245,39435,17
246,20057,18
247,18305,12
248,15910,5
249,12494,13
