ID,X,COPIES
0,999439,20
1,999417,2
2,998749,3
3,998587,1
4,996779,8
5,995696,16
6,994989,18
7,992718,10
8,990718,18
9,990699,9
10,988854,7
11,988436,10
12,988352,13
13,987733,4
14,984835,14
15,983719,12
16,983060,17
17,982955,15
18,982016,8
19,981958,1
20,980373,8
21,980215,9
22,980041,14
23,979425,19
24,978946,9
25,978819,18
26,976900,9
27,976627,7
28,976092,3
29,975062,20
30,971998,15
31,970646,13
32,970258,10
33,969898,3
34,968492,3
35,968341,18
36,967900,9
37,965585,8
38,965445,18
39,959735,8
40,959418,5
41,958471,2
42,957396,10
43,952149,6
44,952096,4
45,951939,11
46,950546,1
47,948182,18
48,947821,7
49,947714,13
50,945503,2
51,943550,11
52,941099,4
53,940486,8
54,936861,5
55,935675,4
56,931125,11
57,930678,9
58,929228,1
59,924984,1
60,924962,13
61,921437,7
62,918312,20
63,917798,15
64,917245,4
65,913993,15
66,911270,1
67,908560,2
68,906998,14
69,905297,10
70,899589,19
71,899493,11
72,898698,19
73,898675,12
74,898166,13
75,898073,14
76,897532,11
77,895287,20
78,894908,3
79,893528,10
80,889036,8
81,888747,3
82,888412,2
83,887551,14
84,883444,9
85,883220,5
86,880885,20
87,880323,9
88,878710,10
89,876065,15
90,875735,12
91,873821,8
92,872049,8
93,871427,11
94,870795,18
95,870052,6
96,867412,4
97,867143,19
98,866980,8
99,861191,10
100,860879,1
101,860315,9
102,857590,4
103,856242,11
104,855703,5
105,855592,14
106,855215,17
107,852077,13
108,850575,19
109,848809,6
110,848388,14
111,848148,3
112,847749,1
113,846541,9
114,845989,13
115,838208,6
116,837839,6
117,835458,20
118,833948,18
119,833847,3
120,831106,6
121,830314,19
122,828707,3
123,824162,4
124,821739,5
125,821056,11
126,819039,9
127,818683,17
128,815804,6
129,814088,18
130,807215,8
131,806521,5
132,804349,19
133,802120,4
134,798588,9
135,798401,6
136,796890,1
137,796300,13
138,796002,16
139,786923,8
140,783987,3
141,783568,9
142,782102,16
143,778648,17
144,778608,11
145,778142,19
146,775148,3
147,767791,12
148,766783,7
149,766389,5
150,766211,15
151,765531,3
152,764176,20
153,763424,6
154,763321,15
155,761787,11
156,760220,10
157,758879,6
158,753918,12
159,753120,3
160,752487,6
161,750679,18
162,750512,13
163,750194,2
164,749991,6
165,749140,13
166,747258,2
167,746693,12
168,746461,1
169,745874,13
170,745577,20
171,743720,9
172,743710,15
173,741358,15
174,740459,15
175,739969,6
176,737521,2
177,736181,2
178,734794,16
179,728155,17
180,725989,10
181,724135,20
182,722848,9
183,721538,14
184,721029,13
185,720599,16
186,717652,4
187,715137,13
188,715055,5
189,714757,16
190,713365,3
191,712849,20
192,712700,18
193,712062,20
194,711464,5
195,709009,4
196,707872,19
197,706021,13
198,705414,13
199,704932,2
200,703014,18
201,702027,15
202,698821,20
203,698325,8
204,695293,1
205,693780,12
206,693600,20
207,691151,15
208,690338,6
209,690105,4
210,689534,6
211,686473,7
212,685174,6
213,682453,12
214,681977,15
215,681493,4
216,681008,12
217,679202,17
218,679131,14
219,672986,17
220,670055,19
221,663751,4
222,662692,16
223,661834,4
224,661369,9
225,658719,12
226,658007,16
227,653314,2
228,651516,5
229,651469,15
230,650979,8
231,650976,9
232,648394,7
233,644452,8
234,640754,1
235,639335,10
236,638936,14
237,638646,10
238,633882,5
239,632074,5
240,631244,20
241,630632,3
242,627870,19
243,627819,10
244,626246,7
245,626064,2
246,625387,12
247,622641,15
248,621705,18
249,620948,10
250,617505,13
251,616453,1
252,615815,11
253,615275,12
254,614691,1
255,614323,1
256,613824,2
257,613162,17
258,612500,1
259,610278,8
260,606147,13
261,605799,8
262,605682,4
263,602294,3
264,600734,10
265,600600,11
266,599579,13
267,599506,1
268,599083,9
269,598347,15
270,596509,2
271,595455,7
272,595321,20
273,593520,14
274,590012,6
275,589453,17
276,588864,17
277,585060,10
278,583454,3
279,582509,13
280,580761,7
281,577818,12
282,576474,10
283,576067,13
284,575718,14
285,575304,16
286,573459,8
287,569881,18
288,569178,6
289,566654,10
290,564837,5
291,564813,20
292,563655,19
293,562672,1
294,561191,2
295,559880,15
296,551350,13
297,550963,14
298,546566,2
299,546019,1
300,540767,2
301,535714,13
302,534794,17
303,534133,14
304,534125,7
305,533979,18
306,533408,1
307,530959,18
308,528535,18
309,526818,8
310,526246,11
311,524280,19
312,524092,16
313,522821,9
314,522644,1
315,520907,5
316,520089,16
317,514963,16
318,514486,19
319,513442,6
320,511553,10
321,510915,15
322,510709,20
323,505646,11
324,502457,15
325,497641,11
326,495532,13
327,493620,18
328,490684,8
329,487520,13
330,485244,18
331,484833,4
332,484261,11
333,483660,19
334,483260,6
335,479038,14
336,479019,10
337,475369,3
338,473136,19
339,470523,19
340,469519,19
341,469491,20
342,468495,18
343,467630,16
344,467559,9
345,466357,1
346,463100,9
347,462015,2
348,461804,11
349,461700,20
350,457578,12
351,454900,5
352,453935,1
353,453489,1
354,453018,14
355,444646,15
356,440227,17
357,439825,9
358,437616,2
359,434228,5
360,430083,5
361,429872,13
362,429145,9
363,428055,3
364,428022,6
365,425191,6
366,424101,7
367,422666,14
368,421991,19
369,421911,12
370,418456,7
371,418174,11
372,414083,5
373,406075,7
374,404807,16
375,404524,19
376,403080,4
377,402508,10
378,401437,1
379,396608,5
380,395209,7
381,393121,1
382,392353,10
383,390766,18
384,388265,6
385,386253,19
386,386109,19
387,385825,14
388,383207,10
389,381614,13
390,381574,4
391,379869,12
392,379279,18
393,377473,8
394,377217,13
395,375425,4
396,375111,10
397,375004,3
398,373521,4
399,372646,8
400,372165,12
401,370254,5
402,368976,4
403,368622,11
404,368497,9
405,366278,14
406,365795,2
407,365259,6
408,364929,5
409,364839,18
410,360823,10
411,359404,3
412,355479,15
413,351106,12
414,343465,11
415,342988,9
416,340494,12
417,339989,11
418,333951,10
419,333866,12
420,333390,14
421,332969,17
422,329304,5
423,328164,17
424,327392,14
425,327248,19
426,322207,5
427,318404,20
428,317394,8
429,317046,2
430,314607,17
431,313723,12
432,312987,9
433,312895,7
434,312741,5
435,311423,11
436,309551,20
437,309495,3
438,308404,15
439,306183,3
440,303070,20
441,301050,16
442,300513,11
443,299381,18
444,298115,14
445,295012,7
446,293190,19
447,291856,18
448,290781,7
449,290073,7
450,288825,8
451,285160,1
452,285135,8
453,282961,13
454,281824,9
455,280079,8
456,278120,18
457,277575,1
458,277514,12
459,276257,14
460,273805,3
461,271276,20
462,270377,20
463,269892,8
464,266831,19
465,265820,14
466,265802,16
467,258471,2
468,256851,15
469,256065,4
470,253764,1
471,253035,4
472,250344,19
473,248431,13
474,245051,3
475,244653,3
476,241722,5
477,239783,3
478,238321,16
479,235915,7
480,233126,7
481,231500,8
482,230527,18
483,228759,14
484,228090,14
485,227928,17
486,225815,18
487,225666,19
488,223996,8
489,222703,11
490,220513,9
491,217167,8
492,213361,1
493,213134,6
494,212590,3
495,210135,8
496,210055,17
497,202146,9
498,202112,18
499,200330,3
