ID,X,COPIES
0,999862,11
1,999859,10
2,994451,14
3,989947,12
4,986878,13
5,986695,8
6,984256,7
7,982849,14
8,981947,7
9,977790,13
10,968859,3
11,964571,5
12,963507,12
13,961385,20
14,961287,8
15,960836,9
16,956486,7
17,956122,17
18,952152,9
19,952006,10
20,949690,17
21,946848,11
22,939942,20
23,939501,18
24,934837,9
25,930739,1
26,927450,15
27,916839,11
28,911214,10
29,909470,10
30,901977,16
31,885242,15
32,881962,2
33,879432,1
34,872560,6
35,870608,18
36,862163,9
37,859759,8
38,850270,10
39,850014,4
40,847758,1
41,836951,5
42,830650,9
43,823671,8
44,822943,14
45,822446,12
46,822420,19
47,816879,8
48,811601,11
49,801637,6
50,800646,2
51,798037,3
52,794247,5
53,792805,15
54,791163,2
55,780817,9
56,773191,7
57,773146,20
58,772069,6
59,771726,3
60,764780,8
61,762320,11
62,759321,14
63,757909,9
64,753691,5
65,750989,11
66,748620,9
67,748296,16
68,738406,13
69,734253,18
70,724222,12
71,722471,14
72,716007,5
73,714136,3
74,711660,16
75,701478,11
76,698927,20
77,698007,14
78,688082,17
79,680519,19
80,678957,12
81,677967,1
82,677654,3
83,675657,4
84,667838,19
85,665870,13
86,661387,10
87,651510,8
88,648580,12
89,647407,10
90,645889,11
91,644782,9
92,632711,8
93,631285,14
94,630520,6
95,627786,9
96,623279,2
97,619532,18
98,618001,16
99,616434,11
100,614981,15
101,610709,18
102,601200,15
103,600172,10
104,598837,18
105,590149,7
106,585295,12
107,584603,4
108,574152,13
109,572862,11
110,566152,14
111,565495,12
112,564650,17
113,564584,12
114,556089,12
115,546410,5
116,544763,14
117,541558,7
118,537321,15
119,536575,16
120,532796,19
121,524828,2
122,521587,6
123,511701,14
124,505305,1
125,504080,2
126,502441,15
127,501207,18
128,498107,15
129,485506,14
130,481816,15
131,478419,20
132,473799,20
133,470377,5
134,466283,10
135,463418,18
136,459885,14
137,458964,17
138,457145,4
139,456803,10
140,455440,16
141,454190,2
142,449110,6
143,445428,3
144,444561,15
145,443906,3
146,436048,14
147,432771,9
148,428510,7
149,426055,3
150,425864,5
151,418227,6
152,418208,8
153,413065,11
154,412190,5
155,410334,10
156,399186,1
157,389757,18
158,384003,14
159,378796,8
160,374923,9
161,372232,14
162,371125,3
163,366861,15
164,365810,15
165,359210,19
166,356570,19
167,355362,6
168,346073,15
169,345976,7
170,342932,14
171,338738,6
172,338638,19
173,337231,10
174,332368,20
175,330994,9
176,328170,6
177,325146,20
178,313952,2
179,310022,19
180,308246,10
181,301581,2
182,296641,9
183,295909,4
184,294227,5
185,292079,17
186,288404,7
187,276680,15
188,273181,12
189,268788,16
190,260418,8
191,257004,14
192,255858,16
193,246775,6
194,245382,10
195,241299,14
196,235636,18
197,232236,19
198,230167,9
199,224970,19
200,204046,17
201,200154,16
202,197972,19
203,195097,5
204,192343,1
205,191193,17
206,189018,1
207,186661,11
208,185143,15
209,175385,9
210,175007,19
211,161994,3
212,148426,8
213,147627,5
214,144245,4
215,136737,3
216,132643,10
217,130662,18
218,129162,12
219,127094,17
220,126553,15
221,114057,6
222,111312,3
223,107866,11
224,103491,7
225,97850,15
226,94798,1
227,86899,7
228,86509,13
229,82992,16
230,81736,8
231,75922,1
232,74636,5
233,72937,16
234,59505,19
235,55380,19
236,47170,10
237,44574,10
238,39246,14
239,35590,18
240,31283,15
241,30617,12
242,29781,9
243,24085,8
244,23385,1
245,18801,7
246,13221,6
247,12605,16
248,12557,19
249,11106,15
