ID,X,COPIES
0,971481,12
1,970871,10
2,963697,12
3,948791,20
4,934651,11
5,933938,8
6,924574,11
7,922574,20
8,911900,1
9,910784,5
10,906182,20
11,904777,2
12,855905,11
13,854501,12
14,834325,19
15,823912,18
16,820475,20
17,799317,16
18,796332,19
19,791550,3
20,767053,14
21,762037,10
22,753219,15
23,749044,20
24,732498,10
25,724080,20
26,722689,15
27,709027,10
28,692384,13
29,689602,12
30,682803,13
31,681966,1
32,681664,17
33,672769,2
34,659586,6
35,654746,15
36,652621,7
37,646891,9
38,646721,16
39,643339,15
40,642731,1
41,636353,2
42,636133,5
43,632256,5
44,626714,12
45,621912,20
46,621293,19
47,605432,10
48,602541,15
49,598169,4
50,594098,7
51,592798,19
52,589933,4
53,583792,15
54,577350,15
55,568161,11
56,566653,6
57,552513,5
58,526389,12
59,525700,3
60,515928,3
61,510265,17
62,507129,13
63,504557,20
64,499575,3
65,497463,7
66,490748,16
67,478546,18
68,472133,6
69,440841,2
70,437371,20
71,434524,5
72,432857,1
73,432178,7
74,430405,4
75,429541,1
76,423337,3
77,422412,12
78,401702,15
79,394761,13
80,386085,9
81,380788,1
82,368128,19
83,358075,1
84,338032,4
85,326688,9
86,310878,10
87,306616,9
88,301316,6
89,300952,11
90,297266,19
91,294400,2
92,282164,3
93,277962,2
94,260557,13
95,254620,17
96,252166,8
97,249979,6
98,237254,1
99,236027,13
100,227046,18
101,225315,5
102,219649,10
103,207739,5
104,204036,10
105,194268,15
106,192276,1
107,183655,19
108,160103,6
109,156681,10
110,153887,11
111,146371,19
112,113501,8
113,106071,17
114,96262,15
115,82147,8
116,77387,5
117,63525,11
118,53010,3
119,44424,10
120,39136,13
121,37405,3
122,33942,1
123,31521,3
124,16352,8
