ID,X,COPIES
0,331238,12
1,329878,7
2,329287,14
3,328903,4
4,328674,15
5,327332,6
6,325625,20
7,316669,18
8,315889,17
9,313151,18
10,311808,2
11,311255,16
12,310235,11
13,308117,8
14,307668,6
15,306661,16
16,306477,9
17,302695,14
18,301481,6
19,301007,16
20,300220,12
21,299760,14
22,298964,18
23,298219,6
24,297377,10
25,296284,1
26,294461,18
27,290308,5
28,289708,8
29,288449,2
30,286713,18
31,286486,8
32,285881,10
33,285845,12
34,283747,19
35,282764,17
36,278342,14
37,277840,7
38,277271,1
39,275142,7
40,270965,7
41,270944,1
42,270518,1
43,270516,18
44,269954,17
45,269137,6
46,268785,12
47,266125,11
48,265506,13
49,262070,5
50,261596,1
51,258242,5
52,255741,2
53,255605,16
54,254253,11
55,253239,16
56,253046,20
57,252121,13
58,250447,10
59,249428,10
60,248852,15
61,247669,6
62,246276,13
63,245294,12
64,244722,3
65,242698,4
66,242052,17
67,241951,14
68,240639,18
69,240151,8
70,239819,1
71,238455,4
72,237141,8
73,236923,14
74,236271,15
75,232339,18
76,231669,5
77,231432,19
78,231373,18
79,230000,19
80,229317,9
81,229282,20
82,228475,10
83,227398,20
84,225061,11
85,224763,11
86,223637,7
87,223571,14
88,222469,6
89,221556,20
90,221492,12
91,220495,3
92,220385,14
93,217914,20
94,217751,3
95,217675,19
96,217236,12
97,216431,1
98,214510,6
99,214497,10
100,214418,3
101,212138,16
102,210881,9
103,210753,10
104,210225,17
105,209696,13
106,209528,20
107,208001,16
108,204162,14
109,202575,8
110,201823,5
111,198220,11
112,197370,17
113,197239,18
114,195078,12
115,194514,14
116,193983,3
117,192309,12
118,192213,6
119,192170,11
120,191814,12
121,190105,11
122,189936,13
123,185854,16
124,184765,9
125,181142,12
126,179740,5
127,179564,19
128,179516,18
129,179281,10
130,178804,19
131,178299,7
132,177717,9
133,174382,8
134,170615,6
135,170205,13
136,169076,9
137,168833,12
138,168343,8
139,167584,18
140,163445,7
141,162733,9
142,160711,3
143,158693,13
144,157909,8
145,157683,17
146,156999,11
147,149889,8
148,148287,19
149,148049,10
150,146811,12
151,144257,8
152,142340,3
153,139650,12
154,138834,12
155,138677,1
156,138307,17
157,138119,9
158,136426,10
159,135808,12
160,135667,2
161,135345,2
162,130074,18
163,128305,11
164,127789,6
165,125974,11
166,125816,13
167,123572,17
168,121861,6
169,119659,8
170,119631,6
171,116725,7
172,115914,11
173,114186,20
174,110012,18
175,107405,3
176,107061,18
177,106289,7
178,105504,7
179,104327,2
180,103312,18
181,102750,19
182,102367,10
183,102114,16
184,101469,5
185,100798,6
186,99891,11
187,98824,20
188,97385,20
189,95790,10
190,95492,9
191,94778,18
192,92362,20
193,90996,18
194,89837,12
195,85896,1
196,84570,2
197,84210,6
198,82954,17
199,81902,20
200,81439,18
201,78160,9
202,75661,1
203,74435,17
204,74291,13
205,72615,16
206,72385,10
207,71412,18
208,70419,14
209,68118,1
210,67766,11
211,67251,15
212,65115,15
213,64853,4
214,62795,15
215,62727,3
216,61874,18
217,60662,3
218,58793,16
219,58005,9
220,57913,4
221,56710,15
222,56608,13
223,56476,2
224,56342,4
225,55496,7
226,54207,19
227,51462,20
228,49901,9
229,49479,20
230,49210,3
231,47242,12
232,43201,20
233,43079,14
234,42703,20
235,40313,18
236,36354,20
237,34687,6
238,33027,16
239,30917,15
240,29978,2
241,27667,19
242,22902,15
243,22852,11
244,16545,19
245,11671,12
246,9381,19
247,9249,16
248,9017,14
249,5986,9
