ID,X,COPIES
0,333131,3
1,332224,17
2,332159,7
3,331982,6
4,331339,16
5,331296,4
6,331179,19
7,330003,5
8,327732,14
9,325823,12
10,324008,19
11,322964,14
12,321260,16
13,320593,20
14,320588,14
15,320220,5
16,318914,19
17,317710,1
18,314190,9
19,312996,11
20,312352,5
21,312156,18
22,308574,7
23,307226,7
24,303543,16
25,299405,20
26,298213,6
27,297892,12
28,296642,2
29,296602,19
30,295215,7
31,293465,9
32,291382,15
33,288578,2
34,287733,1
35,286350,1
36,285902,10
37,284605,11
38,284446,15
39,284405,7
40,283318,14
41,283135,9
42,282139,11
43,281794,2
44,280023,10
45,279454,10
46,277189,20
47,275841,9
48,275783,19
49,275654,11
50,275169,7
51,273490,3
52,272171,16
53,271282,6
54,270705,8
55,268371,2
56,267975,15
57,267855,6
58,267743,7
59,267371,6
60,266928,20
61,266025,10
62,265345,3
63,265164,9
64,265118,9
65,264905,10
66,264711,10
67,263911,6
68,259461,8
69,256936,16
70,256127,17
71,254726,20
72,254523,9
73,254069,12
74,251466,6
75,251372,10
76,248727,17
77,246750,19
78,245847,20
79,243179,12
80,243020,19
81,242468,20
82,241804,20
83,241400,18
84,237400,1
85,233720,16
86,232230,15
87,232096,8
88,231385,2
89,229892,2
90,228160,7
91,227934,4
92,226698,17
93,226409,14
94,226353,20
95,226231,19
96,225127,5
97,223129,1
98,222945,6
99,221131,1
100,221058,5
101,217475,14
102,217299,9
103,214782,19
104,210506,8
105,209754,8
106,208448,15
107,206002,6
108,204491,19
109,203717,18
110,200678,3
111,198881,17
112,198390,13
113,198100,10
114,197759,2
115,197123,16
116,194809,20
117,192876,16
118,190838,19
119,190721,1
120,188692,6
121,187217,19
122,185884,10
123,185276,4
124,184261,2
125,179971,15
126,179475,17
127,178485,6
128,176064,7
129,173305,4
130,171237,10
131,170742,6
132,167210,9
133,166247,18
134,166230,3
135,165928,20
136,159640,3
137,159553,8
138,158802,15
139,157704,14
140,154872,20
141,154196,20
142,152796,11
143,149461,14
144,147189,3
145,146934,3
146,144746,8
147,143007,19
148,140716,4
149,140437,3
150,138563,2
151,136949,4
152,135846,15
153,133888,1
154,133643,9
155,132620,15
156,131566,9
157,128308,16
158,128273,20
159,128241,12
160,126893,17
161,126285,3
162,125141,7
163,123306,10
164,121308,7
165,118446,11
166,117673,18
167,114603,13
168,113053,14
169,112308,4
170,110353,9
171,107551,13
172,105852,8
173,101769,19
174,99801,5
175,99475,11
176,95867,16
177,93780,16
178,93698,18
179,92163,10
180,91867,12
181,90424,14
182,88676,4
183,85703,5
184,85570,10
185,85014,7
186,83384,16
187,83050,8
188,82862,13
189,80291,12
190,78943,20
191,78872,12
192,77047,13
193,73079,1
194,72040,14
195,69068,3
196,68959,3
197,65814,16
198,64641,6
199,63811,12
200,62139,13
201,60333,15
202,58047,5
203,57252,17
204,57118,13
205,56773,13
206,55159,11
207,53230,19
208,53117,8
209,51784,12
210,50992,12
211,46844,18
212,44487,6
213,42518,7
214,42061,2
215,41309,3
216,41084,20
217,38482,19
218,37796,17
219,36332,16
220,35370,10
221,34857,12
222,33868,8
223,33131,10
224,31186,20
225,30859,17
226,30533,2
227,27958,13
228,26695,11
229,26634,19
230,25211,17
231,24514,17
232,22695,11
233,20059,10
234,19530,14
235,18121,9
236,17834,11
237,16992,18
238,16862,18
239,14414,16
240,12937,2
241,12146,11
242,11570,5
243,11451,4
244,10161,13
245,10065,20
246,7951,1
247,7670,3
248,5388,3
249,4042,11
