ID,X,COPIES
0,982042,4
1,979973,6
2,979286,15
3,972413,17
4,967724,18
5,940720,10
6,938913,15
7,933444,9
8,932411,14
9,931838,9
10,929143,19
11,923370,6
12,918989,10
13,911189,11
14,895496,11
15,889356,10
16,887621,19
17,881956,1
18,881713,20
19,881627,16
20,878261,16
21,864261,2
22,858030,5
23,835878,15
24,833044,4
25,831826,18
26,830971,8
27,825766,9
28,820451,3
29,818211,6
30,814911,16
31,807572,13
32,801760,3
33,800233,15
34,797644,16
35,796651,10
36,788751,4
37,788688,6
38,788634,12
39,783197,10
40,782449,12
41,781783,17
42,773138,3
43,767776,10
44,766685,12
45,765924,20
46,765173,6
47,764915,9
48,764379,5
49,753319,2
50,741132,2
51,739586,10
52,737684,10
53,733516,15
54,716921,19
55,694638,19
56,689108,6
57,687500,5
58,683345,14
59,679776,20
60,676664,20
61,669666,9
62,667835,13
63,662223,12
64,657592,16
65,647575,12
66,637012,19
67,634750,9
68,629604,17
69,618149,14
70,616053,16
71,613051,10
72,610350,7
73,606139,6
74,587635,18
75,584097,11
76,570561,15
77,569797,7
78,569012,16
79,566794,12
80,558339,17
81,557220,5
82,555594,11
83,550424,9
84,549161,18
85,540195,9
86,532913,18
87,529731,17
88,498595,7
89,497816,9
90,497605,9
91,494332,18
92,492652,1
93,487674,16
94,486433,16
95,475730,8
96,469783,11
97,458153,5
98,441700,15
99,432423,14
100,420362,12
101,419756,15
102,410215,14
103,407128,9
104,401313,14
105,392276,14
106,390709,16
107,390498,19
108,359446,5
109,336725,6
110,334198,20
111,330514,1
112,327588,9
113,324570,2
114,312481,13
115,305142,14
116,297770,14
117,296572,7
118,271482,12
119,261056,15
120,245390,10
121,221412,3
122,219894,8
123,208572,6
124,202701,12
