ID,X,COPIES
0,999683,12
1,999119,17
2,996061,7
3,993950,18
4,981410,3
5,972414,16
6,970343,9
7,968247,20
8,962968,2
9,957956,14
10,950379,8
11,947402,9
12,945673,7
13,945295,16
14,943552,11
15,943159,7
16,940635,11
17,936885,9
18,934476,18
19,933629,14
20,931352,18
21,929346,11
22,929320,17
23,928187,14
24,921751,8
25,911335,10
26,908196,15
27,906111,7
28,902250,7
29,901727,10
30,899964,7
31,897537,6
32,894974,15
33,887565,2
34,884801,17
35,880731,16
36,878987,8
37,868523,20
38,867399,6
39,858723,2
40,857364,8
41,855566,20
42,850518,7
43,847525,7
44,847194,2
45,845488,20
46,839675,5
47,825260,2
48,823641,12
49,820946,16
50,819960,4
51,814863,4
52,812472,8
53,807921,7
54,806275,9
55,802617,3
56,801956,4
57,796864,2
58,795662,5
59,794101,13
60,789080,1
61,788038,17
62,782559,15
63,780687,3
64,777253,9
65,773645,12
66,764115,1
67,763793,14
68,762754,8
69,761027,6
70,752268,14
71,752236,1
72,739730,13
73,738953,15
74,728728,6
75,724816,16
76,720877,7
77,717344,14
78,712268,1
79,708975,1
80,707654,15
81,699120,3
82,690746,15
83,685954,4
84,683236,18
85,674411,19
86,664466,1
87,663183,9
88,663170,19
89,661635,6
90,659766,11
91,653448,14
92,653056,20
93,647220,20
94,644430,12
95,640573,5
96,623613,3
97,620702,19
98,615524,14
99,615004,19
100,609510,14
101,598635,7
102,594186,1
103,593769,16
104,587511,1
105,583109,9
106,583083,20
107,576577,11
108,564677,11
109,559372,11
110,556724,16
111,555772,19
112,553462,17
113,553434,1
114,546656,19
115,537994,1
116,520604,6
117,518954,15
118,512830,16
119,507788,12
120,496371,6
121,495894,15
122,494341,8
123,484270,16
124,483551,19
125,483102,9
126,482499,9
127,481622,18
128,478781,9
129,477614,5
130,469742,7
131,459961,5
132,451970,11
133,451335,16
134,448026,2
135,443338,3
136,442562,14
137,440230,14
138,430587,5
139,424611,20
140,421617,20
141,418869,18
142,415272,5
143,409471,8
144,407776,7
145,407378,6
146,394245,18
147,391446,18
148,390085,5
149,382160,8
150,376311,11
151,375220,19
152,373237,16
153,371463,7
154,365637,10
155,361663,20
156,361415,9
157,360070,11
158,358950,9
159,354452,16
160,354291,10
161,346822,19
162,342803,2
163,339518,16
164,339340,4
165,327504,1
166,325268,1
167,323550,4
168,309657,12
169,303030,1
170,302992,17
171,296081,13
172,291061,20
173,290141,5
174,287831,1
175,287633,9
176,283165,19
177,282960,4
178,281996,16
179,281279,17
180,274512,7
181,267824,12
182,254030,3
183,253761,17
184,246711,6
185,245379,2
186,238192,13
187,237751,5
188,237285,12
189,229068,12
190,224655,19
191,218877,14
192,213142,1
193,208069,18
194,206071,7
195,201997,16
196,201345,11
197,201014,2
198,199607,5
199,196601,8
200,192744,6
201,188966,9
202,178176,1
203,176693,14
204,175620,11
205,170939,5
206,170634,9
207,165767,19
208,163794,5
209,161725,16
210,158982,16
211,158676,17
212,154069,3
213,153892,19
214,147560,9
215,142160,19
216,136581,12
217,135743,13
218,127387,11
219,125930,13
220,125131,9
221,123318,2
222,119616,15
223,115584,1
224,113288,10
225,112202,8
226,110457,7
227,110376,13
228,109284,17
229,108217,1
230,103105,20
231,95746,2
232,95295,11
233,79447,6
234,79160,18
235,73178,6
236,72554,16
237,66155,14
238,65328,18
239,61662,12
240,58185,8
241,57633,9
242,52181,17
243,41562,3
244,38842,10
245,26570,20
246,22322,4
247,20829,13
248,18814,9
249,11260,14
