ID,X,COPIES
0,992644,20
1,979881,19
2,953068,8
3,943868,1
4,933725,5
5,933498,20
6,933113,15
7,927004,7
8,920774,8
9,911277,8
10,910045,11
11,908737,16
12,904765,11
13,903374,6
14,895605,4
15,895042,19
16,886117,1
17,885160,13
18,876841,18
19,875893,12
20,875542,14
21,871370,6
22,858006,11
23,857595,11
24,850448,15
25,849795,7
26,841492,5
27,832997,15
28,827362,6
29,822363,19
30,820941,3
31,811947,12
32,810180,9
33,808418,6
34,783968,6
35,775871,1
36,772231,11
37,768078,6
38,757749,6
39,749365,4
40,745857,19
41,735637,7
42,728786,18
43,721143,4
44,716977,5
45,696467,6
46,690960,9
47,689446,9
48,679259,20
49,678930,16
50,655213,6
51,651053,13
52,647065,15
53,624140,5
54,621745,11
55,621316,3
56,599919,14
57,599579,11
58,578282,3
59,574198,1
60,573472,4
61,561254,11
62,556102,14
63,548549,9
64,540416,9
65,538246,8
66,536648,3
67,535654,7
68,530854,12
69,520937,2
70,519596,4
71,504003,19
72,503023,7
73,495231,17
74,474334,1
75,448314,6
76,448224,5
77,434546,12
78,416059,8
79,404044,11
80,390750,3
81,347385,6
82,342814,17
83,334775,10
84,308888,15
85,291984,2
86,284761,16
87,282405,18
88,280351,17
89,280343,19
90,271830,2
91,271725,6
92,265051,18
93,263508,6
94,257177,1
95,250537,8
96,233793,15
97,230998,7
98,230979,12
99,230693,15
100,229237,1
101,203968,6
102,201467,9
103,201378,18
104,196992,9
105,184375,18
106,179615,20
107,178119,8
108,166911,15
109,141152,20
110,117921,16
111,117392,16
112,101502,18
113,99600,6
114,78963,9
115,78944,10
116,76960,8
117,71925,15
118,57154,20
119,56407,15
120,53712,14
121,42068,14
122,40713,6
123,36363,13
124,18715,9
