ID,X,COPIES
0,333061,20
1,332936,18
2,332798,6
3,331036,4
4,330258,14
5,330051,12
6,329657,15
7,329572,6
8,328773,6
9,328418,3
10,327681,13
11,327032,11
12,326909,2
13,325745,14
14,325661,6
15,325411,12
16,324878,9
17,324196,5
18,322634,10
19,321804,15
20,321716,9
21,321512,13
22,321065,8
23,320516,12
24,320145,19
25,319697,1
26,319652,1
27,319459,5
28,319026,9
29,318833,10
30,318690,11
31,318671,8
32,318420,10
33,318085,4
34,317364,8
35,317299,15
36,317244,3
37,317187,6
38,316398,17
39,316153,7
40,315831,15
41,315637,2
42,314735,2
43,314517,2
44,313988,7
45,313969,9
46,313853,18
47,313228,2
48,311938,4
49,311744,5
50,311659,20
51,310498,18
52,310378,19
53,310235,18
54,310194,19
55,310156,4
56,310099,16
57,309645,7
58,309437,20
59,309421,3
60,308188,1
61,308161,14
62,308028,16
63,306892,4
64,306891,13
65,306711,6
66,306645,6
67,305472,10
68,305468,1
69,305418,2
70,303958,9
71,303647,5
72,302804,7
73,301510,20
74,299421,13
75,298642,16
76,298371,10
77,297555,6
78,297343,7
79,296996,12
80,296306,9
81,295975,15
82,295275,12
83,295049,5
84,294648,4
85,294338,8
86,293629,1
87,293461,2
88,293421,11
89,293265,18
90,292534,15
91,292257,10
92,291647,18
93,291367,12
94,289556,19
95,289014,6
96,288676,11
97,288589,7
98,288489,6
99,288440,13
100,287715,17
101,287512,2
102,286760,4
103,286112,15
104,285228,13
105,285124,12
106,284634,18
107,284176,5
108,284109,10
109,284038,11
110,283909,15
111,283631,4
112,283358,10
113,283044,5
114,281876,12
115,280890,5
116,280243,9
117,279091,7
118,278955,8
119,278089,2
120,277188,7
121,276727,12
122,275739,4
123,275599,5
124,275557,19
125,275035,12
126,274767,9
127,273476,17
128,273084,10
129,273060,15
130,272892,13
131,270704,15
132,270466,15
133,269771,7
134,267210,16
135,265027,15
136,264611,1
137,263675,4
138,263235,3
139,262848,9
140,262392,11
141,261195,12
142,261020,12
143,260856,2
144,260849,4
145,260603,17
146,260380,4
147,259336,7
148,259317,1
149,258908,16
150,258470,9
151,258231,4
152,256800,15
153,256389,6
154,256304,12
155,256097,14
156,255098,9
157,252709,14
158,252607,1
159,250747,1
160,249886,19
161,249452,1
162,249310,12
163,248474,16
164,248320,13
165,247759,8
166,247283,2
167,246933,10
168,246335,4
169,245892,6
170,245378,15
171,244810,11
172,244766,11
173,244697,9
174,242428,9
175,241849,9
176,241556,18
177,241463,10
178,240806,20
179,240554,10
180,239866,10
181,239778,14
182,239100,11
183,239001,4
184,238457,5
185,238179,19
186,237566,9
187,236277,17
188,235392,15
189,235358,8
190,235237,11
191,234337,2
192,233639,6
193,233071,17
194,232911,12
195,230747,4
196,230618,19
197,230137,5
198,229077,11
199,228173,17
200,227354,4
201,226169,2
202,225308,9
203,224724,19
204,222941,17
205,222873,10
206,222396,2
207,222324,6
208,222237,18
209,221934,14
210,219775,20
211,218511,12
212,217962,19
213,217048,12
214,216952,5
215,216450,6
216,216250,15
217,216011,9
218,215182,12
219,214431,10
220,212882,20
221,212298,1
222,212053,13
223,211859,9
224,211841,12
225,210755,16
226,210593,3
227,210281,4
228,209911,7
229,209721,10
230,209603,11
231,209015,15
232,207742,6
233,207342,10
234,207270,19
235,206919,13
236,206696,13
237,206396,14
238,205976,3
239,205914,10
240,203917,20
241,203646,7
242,203091,8
243,203071,4
244,201677,18
245,200872,2
246,200829,9
247,200460,8
248,200359,19
249,200131,6
250,199846,5
251,199361,10
252,198706,1
253,197521,11
254,195080,8
255,194092,16
256,192673,15
257,192552,5
