ID,X,COPIES
0,997656,6
1,997611,12
2,997107,16
3,992085,13
4,988373,19
5,987849,16
6,983015,13
7,981227,2
8,978700,16
9,976130,18
10,970751,16
11,967340,2
12,967204,3
13,962699,14
14,953858,8
15,952555,10
16,951684,15
17,946605,5
18,944870,8
19,941588,17
20,933759,17
21,928959,5
22,927636,11
23,921397,1
24,917793,12
25,916882,3
26,907726,14
27,900844,5
28,899697,18
29,898361,20
30,895446,19
31,886095,18
32,883811,1
33,878701,7
34,875252,1
35,874444,18
36,860457,15
37,858208,3
38,856580,10
39,842922,3
40,842068,11
41,840754,18
42,825731,12
43,822792,19
44,820932,4
45,818785,7
46,817315,1
47,813864,8
48,809395,10
49,808917,1
50,808698,19
51,806586,1
52,800719,11
53,796978,8
54,789346,5
55,787899,14
56,786688,12
57,786314,10
58,774178,11
59,773367,15
60,764215,20
61,762473,10
62,751332,4
63,746043,7
64,734358,1
65,727478,16
66,726284,4
67,722298,13
68,710941,15
69,708493,16
70,706986,17
71,703208,13
72,686113,14
73,681113,20
74,679202,13
75,675329,16
76,675023,7
77,674913,8
78,674910,17
79,670377,13
80,669093,7
81,666506,13
82,661493,16
83,659278,6
84,659104,18
85,650346,15
86,642944,10
87,633284,15
88,631161,10
89,630271,2
90,629676,18
91,629179,3
92,628341,2
93,625855,6
94,623955,8
95,619260,20
96,619212,13
97,607682,2
98,602257,2
99,598624,11
100,597512,1
101,594101,15
102,593365,2
103,591507,2
104,589344,15
105,588202,15
106,587981,13
107,580014,16
108,579392,16
109,572487,5
110,571089,20
111,567228,16
112,562340,12
113,559819,20
114,558430,18
115,556441,9
116,553529,20
117,546206,11
118,543145,5
119,533067,13
120,525882,14
121,524025,14
122,523465,11
123,522991,4
124,521806,12
125,520784,8
126,520192,19
127,518416,19
128,517246,13
129,513661,1
130,512494,7
131,511812,3
132,506822,9
133,505681,15
134,503566,2
135,494317,4
136,484049,17
137,480403,4
138,480040,13
139,479767,20
140,471231,18
141,470373,1
142,470057,2
143,463130,19
144,450831,15
145,450465,2
146,446780,5
147,446290,1
148,445793,2
149,440788,20
150,432313,6
151,431957,7
152,428129,8
153,427976,6
154,417766,1
155,412128,12
156,409862,12
157,409210,3
158,405796,20
159,398473,16
160,386792,20
161,383954,3
162,369871,20
163,365844,17
164,364698,20
165,357664,8
166,346889,11
167,344390,13
168,343487,15
169,342183,8
170,340042,3
171,339676,1
172,338591,19
173,337535,5
174,337288,2
175,326987,1
176,326083,5
177,323616,13
178,315643,4
179,315285,6
180,309688,12
181,308364,1
182,306029,18
183,304724,19
184,300726,5
185,299575,14
186,292699,12
187,278521,15
188,277834,11
189,277607,12
190,269644,1
191,261753,9
192,261136,1
193,251703,20
194,251474,16
195,250077,1
196,243509,18
197,241013,16
198,240554,5
199,239030,2
200,227331,6
201,224297,11
202,218946,9
203,213438,7
204,209837,11
205,205811,8
206,202630,6
207,199730,1
208,193430,13
209,190293,1
210,188531,7
211,185910,14
212,183554,9
213,167576,19
214,166528,16
215,163082,18
216,162360,16
217,162185,4
218,157415,7
219,157285,10
220,153695,16
221,152621,10
222,147137,12
223,145853,13
224,141040,7
225,136460,14
226,135619,8
227,131940,6
228,131570,4
229,128643,8
230,128555,20
231,122866,13
232,98945,16
233,95813,16
234,69207,19
235,66298,8
236,64659,12
237,60159,10
238,55158,16
239,53495,5
240,53245,7
241,51952,15
242,51604,19
243,50403,2
244,49840,15
245,47790,1
246,27278,14
247,25902,3
248,13438,9
249,10393,14
