ID,X,COPIES
0,998896,6
1,997873,9
2,983627,10
3,980727,20
4,962782,16
5,956045,5
6,952142,19
7,950287,1
8,944234,12
9,922802,4
10,913101,18
11,906312,19
12,893414,4
13,891135,10
14,871239,12
15,864641,18
16,864039,2
17,859928,14
18,855007,20
19,853366,17
20,849474,13
21,830073,3
22,817681,15
23,809765,15
24,809421,8
25,802411,10
26,795973,4
27,787601,7
28,779297,11
29,778025,15
30,773162,15
31,769978,14
32,769162,5
33,766502,10
34,763201,12
35,760504,15
36,742341,16
37,741669,8
38,740519,9
39,739683,19
40,707707,16
41,704595,9
42,704296,8
43,691816,7
44,691633,8
45,684618,11
46,682634,15
47,671330,10
48,670681,13
49,670488,15
50,661222,16
51,648064,3
52,637768,1
53,634379,11
54,620783,4
55,602000,11
56,601457,3
57,597331,4
58,586700,5
59,584811,16
60,572197,18
61,569747,12
62,567218,4
63,557997,19
64,546180,18
65,527508,16
66,523391,15
67,516091,19
68,505317,20
69,499820,19
70,491826,9
71,479943,20
72,477866,4
73,477076,13
74,466706,6
75,459769,18
76,456712,1
77,455647,15
78,453391,3
79,444449,16
80,442579,6
81,441111,12
82,434792,9
83,427824,15
84,427322,5
85,424614,6
86,421041,15
87,414103,12
88,408804,19
89,379007,4
90,359897,9
91,342301,4
92,341628,6
93,329712,15
94,313458,8
95,307959,14
96,305164,8
97,302872,16
98,295922,18
99,293009,16
100,292502,15
101,288665,14
102,280070,8
103,271002,17
104,262970,3
105,241329,13
106,236388,11
107,234003,7
108,231026,9
109,230551,15
110,226077,2
111,205153,2
112,187118,20
113,172902,11
114,158452,10
115,135412,11
116,130016,18
117,97289,9
118,89570,17
119,77820,14
120,72861,17
121,61510,12
122,58835,15
123,49624,18
124,37625,16
