ID,X,COPIES
0,997727,15
1,996812,10
2,996641,14
3,995799,2
4,995233,7
5,994806,8
6,990922,3
7,988116,11
8,985753,6
9,985144,12
10,976607,2
11,974389,12
12,973050,9
13,969592,19
14,966254,5
15,962555,2
16,962119,5
17,957051,15
18,956914,1
19,954038,11
20,948869,16
21,935288,13
22,930188,20
23,928135,1
24,926401,3
25,922895,7
26,921939,11
27,921343,12
28,903457,2
29,901546,5
30,897698,18
31,895312,20
32,885995,19
33,885829,20
34,884042,19
35,883943,17
36,883838,6
37,879095,9
38,878877,15
39,870924,12
40,862467,4
41,859011,12
42,856496,18
43,855953,3
44,854758,12
45,853439,4
46,853288,17
47,849825,9
48,849164,7
49,848728,18
50,847699,2
51,846155,12
52,844077,16
53,843635,12
54,840325,10
55,831221,11
56,830037,17
57,827172,14
58,826799,2
59,824640,5
60,818553,8
61,818524,12
62,814471,19
63,814373,18
64,811901,14
65,807238,18
66,805738,4
67,800905,3
68,799557,3
69,796003,15
70,790867,7
71,790345,15
72,786262,2
73,784302,12
74,780682,6
75,778025,7
76,776382,12
77,775164,18
78,769078,2
79,768346,19
80,767002,6
81,764550,19
82,762939,19
83,749755,3
84,749601,12
85,743818,1
86,743378,12
87,742722,14
88,738819,1
89,723679,1
90,723547,10
91,723299,4
92,714162,18
93,713139,7
94,713022,12
95,710713,3
96,709787,17
97,708461,5
98,706570,3
99,701794,5
100,700203,12
101,693341,1
102,692088,20
103,690720,2
104,688768,4
105,687888,10
106,683937,6
107,678414,13
108,676182,2
109,672522,9
110,653021,11
111,647910,19
112,647706,6
113,647211,19
114,645498,12
115,644930,20
116,644627,10
117,642745,19
118,639275,5
119,637222,15
120,635198,3
121,634640,17
122,634601,16
123,631920,19
124,631585,12
125,628605,17
126,626325,13
127,624074,14
128,612797,4
129,611251,15
130,601412,6
131,591729,15
132,588840,9
133,584714,2
134,579288,13
135,571044,16
136,570578,11
137,567411,18
138,565085,7
139,564329,14
140,560803,7
141,557906,13
142,552819,16
143,550250,10
144,548097,10
145,530911,18
146,521926,19
147,513039,17
148,510242,18
149,506257,9
150,491703,3
151,489969,5
152,486223,20
153,482813,5
154,481635,7
155,481112,10
156,479386,12
157,476996,6
158,476590,1
159,473907,8
160,471888,11
161,470198,12
162,468280,14
163,467659,5
164,464708,10
165,461018,19
166,449149,20
167,440839,1
168,439712,4
169,431496,12
170,431329,13
171,430657,13
172,426595,6
173,426256,14
174,425849,11
175,424974,4
176,424158,16
177,421292,8
178,418494,1
179,418257,2
180,411783,6
181,409174,3
182,402414,9
183,400621,3
184,395470,11
185,394697,9
186,391138,6
187,381869,7
188,381802,5
189,377913,15
190,377666,17
191,372724,6
192,371591,13
193,371464,16
194,371267,17
195,369709,1
196,362696,15
197,356536,11
198,343642,8
199,341437,20
200,338009,20
201,332909,13
202,332685,18
203,328770,1
204,328673,6
205,325236,5
206,322343,15
207,317255,2
208,316584,13
209,314064,12
210,312184,13
211,308373,13
212,307710,9
213,302175,16
214,297362,20
215,296484,18
216,294752,9
217,293570,12
218,291927,18
219,277152,19
220,275112,10
221,272678,20
222,271936,6
223,270856,4
224,270774,13
225,265465,13
226,261581,20
227,259063,15
228,250229,16
229,245492,8
230,244846,19
231,242822,12
232,237626,4
233,236845,3
234,236637,6
235,234010,18
236,231603,12
237,230963,16
238,230853,16
239,221996,18
240,221956,14
241,217645,13
242,216469,1
243,215685,13
244,214546,20
245,214422,18
246,213659,12
247,213647,12
248,206366,7
249,201295,13
