ID,X,COPIES
0,332249,20
1,327644,7
2,326914,9
3,326087,9
4,325480,8
5,325015,2
6,323165,11
7,322668,15
8,322483,3
9,321646,20
10,320376,6
11,320053,14
12,320023,7
13,318639,1
14,314890,2
15,310888,9
16,310566,18
17,307940,5
18,307283,8
19,301977,17
20,300432,11
21,299737,12
22,295990,7
23,295557,12
24,294288,13
25,293533,1
26,291042,9
27,290721,16
28,290133,18
29,289189,11
30,288639,18
31,285867,2
32,285342,13
33,283941,20
34,283611,16
35,282307,9
36,282215,12
37,282030,18
38,281850,2
39,281195,19
40,281006,14
41,280945,11
42,280496,11
43,279697,15
44,279501,8
45,279001,8
46,278687,11
47,276462,9
48,276213,7
49,275773,20
50,273170,16
51,270980,8
52,270557,5
53,266555,6
54,266316,5
55,263408,16
56,261904,19
57,261000,11
58,259507,8
59,259464,17
60,258634,11
61,257786,7
62,255851,16
63,255144,7
64,255045,20
65,254271,5
66,252185,1
67,250533,9
68,249732,17
69,248557,14
70,248224,14
71,244875,2
72,242347,4
73,241691,6
74,240189,4
75,239397,10
76,239310,18
77,238486,18
78,237555,13
79,237157,7
80,235668,12
81,235281,1
82,234871,3
83,231460,4
84,229103,8
85,223551,10
86,223172,5
87,222029,1
88,220946,5
89,220017,1
90,218983,5
91,214231,5
92,213730,9
93,212198,5
94,205438,20
95,204802,15
96,202777,11
97,202711,4
98,202350,9
99,202212,6
100,201623,9
101,199445,16
102,199178,6
103,198161,11
104,197369,7
105,191985,7
106,191250,6
107,190945,16
108,190922,7
109,189355,19
110,189280,15
111,187815,3
112,185566,8
113,182649,4
114,181935,10
115,181655,14
116,180440,15
117,178227,19
118,177994,6
119,175455,17
120,174554,14
121,173384,11
122,171780,8
123,170443,10
124,169966,1
125,167410,3
126,166339,8
127,166269,18
128,163652,14
129,162706,17
130,157874,8
131,157780,17
132,153093,13
133,152352,1
134,148498,4
135,146041,5
136,145309,3
137,141085,14
138,140453,18
139,140216,10
140,138042,16
141,137273,10
142,136762,16
143,136076,2
144,133611,15
145,130950,1
146,128448,13
147,128020,12
148,126181,12
149,124856,13
150,122366,7
151,121303,4
152,120298,14
153,117844,12
154,116283,4
155,114153,17
156,113775,14
157,113491,8
158,113441,19
159,111382,19
160,111004,2
161,109823,20
162,109679,6
163,108161,17
164,106395,12
165,106369,16
166,105267,18
167,104537,1
168,104489,15
169,104276,16
170,103574,10
171,100137,14
172,99981,8
173,99975,3
174,96060,18
175,96053,14
176,96017,20
177,94928,10
178,93632,14
179,93550,2
180,89917,19
181,89901,9
182,89828,14
183,88553,16
184,88314,8
185,87237,16
186,86635,3
187,85779,20
188,84045,7
189,84039,5
190,79814,2
191,79511,6
192,78844,8
193,77350,9
194,76845,6
195,76349,14
196,75044,13
197,71285,17
198,71114,9
199,70800,9
200,69554,12
201,68227,19
202,67342,16
203,66761,14
204,65456,8
205,63845,2
206,63272,18
207,60582,5
208,60147,7
209,57653,10
210,57612,12
211,57140,6
212,57072,5
213,56461,6
214,56310,7
215,54725,19
216,51304,7
217,51164,5
218,49028,17
219,46420,8
220,46092,6
221,45818,2
222,40699,17
223,40488,8
224,38379,2
225,37830,13
226,36624,13
227,36470,12
228,31750,13
229,31514,9
230,27107,3
231,23982,19
232,23111,13
233,22114,14
234,21412,19
235,19818,6
236,19806,2
237,18777,19
238,17571,20
239,16710,11
240,15999,10
241,14458,16
242,14400,6
243,12951,7
244,12436,4
245,11146,5
246,10295,2
247,10072,4
248,8827,6
249,7398,11
