ID,X,COPIES
0,983926,15
1,977444,1
2,973630,12
3,969215,2
4,967741,9
5,945408,17
6,941937,14
7,935116,3
8,924848,6
9,923704,12
10,919194,9
11,913508,12
12,908528,20
13,905635,16
14,890853,18
15,885513,13
16,883606,11
17,877970,3
18,863851,11
19,861762,16
20,861631,7
21,854681,16
22,851057,3
23,848471,14
24,844935,4
25,808275,3
26,804440,9
27,795198,5
28,784852,6
29,784376,13
30,784326,17
31,781355,14
32,780940,18
33,779922,2
34,768286,19
35,753176,15
36,752997,14
37,749681,19
38,737415,2
39,726826,1
40,724950,4
41,724245,17
42,719380,4
43,716605,5
44,700740,2
45,699360,7
46,686133,15
47,684738,7
48,675384,8
49,673506,4
50,668993,10
51,668559,4
52,665838,6
53,665550,19
54,653604,20
55,653576,13
56,651951,12
57,643524,2
58,628323,2
59,626341,1
60,614484,18
61,599899,7
62,597430,17
63,589364,13
64,588889,15
65,581927,7
66,567880,3
67,549699,5
68,536441,6
69,535534,10
70,530190,9
71,515672,3
72,513039,9
73,511813,4
74,506230,9
75,506209,10
76,503892,11
77,501682,10
78,500336,11
79,498114,19
80,497505,8
81,494859,9
82,479022,13
83,475053,14
84,468681,19
85,466037,2
86,462019,1
87,452811,5
88,449716,3
89,449160,5
90,444991,20
91,442017,4
92,406507,7
93,400372,12
94,399340,3
95,369617,12
96,365901,1
97,363084,15
98,358865,1
99,352883,15
100,344337,16
101,335140,18
102,322569,19
103,317516,13
104,308480,3
105,305229,16
106,300399,20
107,296987,19
108,285892,6
109,284494,10
110,274613,10
111,264153,3
112,254890,10
113,252186,9
114,249184,16
115,248658,4
116,238626,9
117,232163,19
118,229280,13
119,226524,18
120,225667,20
121,215391,2
122,208825,20
123,205976,6
124,204903,17
