ID,X,COPIES
0,997331,3
1,993799,20
2,993770,13
3,993605,1
4,987858,10
5,973101,1
6,967159,12
7,965835,4
8,964525,6
9,962311,6
10,957750,8
11,955387,20
12,954330,14
13,952761,2
14,952453,6
15,949857,12
16,945608,7
17,935752,8
18,932257,10
19,928617,19
20,925520,2
21,924258,18
22,924249,13
23,923395,10
24,923298,8
25,916319,20
26,910578,12
27,908358,18
28,902714,13
29,899358,20
30,898686,15
31,889829,8
32,884757,17
33,882637,20
34,880325,19
35,878540,5
36,870396,12
37,867251,15
38,862786,4
39,857795,19
40,852823,13
41,852525,15
42,851451,9
43,847689,9
44,844493,4
45,841707,7
46,840888,4
47,836465,10
48,835077,9
49,834265,15
50,833255,3
51,830349,19
52,830091,2
53,827341,17
54,826780,20
55,824353,9
56,824155,7
57,820003,8
58,816312,8
59,816230,1
60,815850,16
61,813701,1
62,808204,6
63,808018,19
64,806319,5
65,803901,2
66,801140,10
67,800919,2
68,794493,15
69,790036,6
70,788800,3
71,786775,10
72,786299,3
73,784329,16
74,767977,18
75,767310,18
76,766790,10
77,766419,18
78,761415,2
79,757560,14
80,757073,10
81,749904,14
82,747539,9
83,747419,18
84,746651,19
85,743019,6
86,742940,5
87,742934,8
88,742312,7
89,740327,5
90,740266,6
91,739493,1
92,734836,2
93,734786,5
94,733310,12
95,725793,14
96,720564,6
97,712424,1
98,705398,16
99,704955,5
100,703200,15
101,703076,2
102,701635,11
103,698588,1
104,698548,12
105,697114,5
106,696082,12
107,695211,10
108,695042,4
109,694576,14
110,693254,14
111,693049,3
112,692323,16
113,691386,5
114,685608,1
115,684407,7
116,684379,13
117,683147,14
118,680985,3
119,678802,1
120,678416,18
121,672153,16
122,672148,5
123,667429,17
124,664226,14
125,648145,13
126,647532,4
127,643622,17
128,638407,12
129,636280,7
130,635833,5
131,633913,10
132,633346,9
133,622047,20
134,621661,9
135,616304,19
136,613913,5
137,605746,14
138,602596,1
139,593881,2
140,592221,3
141,588810,16
142,588185,12
143,584636,18
144,581294,19
145,579767,8
146,575549,7
147,575093,5
148,570327,6
149,569779,14
150,567904,7
151,567553,2
152,564871,20
153,561199,2
154,555773,19
155,552392,13
156,549847,20
157,545990,10
158,542523,11
159,540776,10
160,538518,16
161,537411,14
162,535916,20
163,531856,11
164,529957,15
165,526728,18
166,523952,10
167,523351,4
168,514141,16
169,510629,17
170,508879,12
171,504384,5
172,500911,13
173,500435,19
174,498224,7
175,484220,5
176,478406,18
177,473346,3
178,467613,9
179,466404,18
180,465811,19
181,457397,19
182,446149,20
183,445421,5
184,443973,12
185,443407,18
186,443155,15
187,436949,5
188,433249,5
189,431919,11
190,430658,3
191,430407,6
192,429365,5
193,421624,16
194,420538,1
195,418602,12
196,414439,3
197,413880,12
198,398724,1
199,397490,12
200,393210,7
201,388523,16
202,387394,3
203,379989,18
204,379927,11
205,374866,5
206,373741,20
207,371627,9
208,371548,17
209,368079,15
210,364755,10
211,362097,15
212,362036,1
213,351429,13
214,350451,2
215,343040,6
216,342490,2
217,341082,18
218,335147,10
219,321760,19
220,320934,16
221,319420,18
222,317288,20
223,315995,14
224,305739,14
225,304732,8
226,282359,6
227,278947,12
228,277314,6
229,264671,11
230,263510,5
231,253628,16
232,248323,9
233,247403,17
234,243791,16
235,240027,12
236,233316,17
237,230817,3
238,227871,19
239,225791,9
240,225583,20
241,224450,5
242,223158,12
243,219589,17
244,218552,18
245,217812,6
246,216387,10
247,208082,6
248,204752,20
249,203493,8
