        40       100       100
      1960        56        35         3
      3480        58        60         3
      1710        57        30         2
      4118        58        71         3
      2714        59        46         4
       775        31        25         2
      1176        28        42         1
      1144        26        44         4
      2262        58        39         2
      3478        47        74         3
      1736        56        31         2
      1598        34        47         1
      4347        69        63         4
      1564        46        34         2
      3774        74        51         2
      2242        59        38         3
      1428        51        28         2
      2940        70        42         2
      1443        39        37         2
      3640        52        70         4
      2856        56        51         2
      1650        30        55         1
      4752        66        72         4
      2303        47        49         3
      1107        41        27         4
      1650        66        25         3
      3990        70        57         2
      2052        36        57         2
      1550        62        25         4
      2220        74        30         4
      2072        28        74         4
      1739        37        47         3
       868        28        31         4
      2000        50        40         3
      1496        44        34         2
      3430        49        70         3
      4356        66        66         1
      1184        32        37         3
      2856        68        42         3
      2520        56        45         2
