        40       100       100
      1292        34        38         1
      2990        65        46         1
      4824        72        67         4
      3848        74        52         4
      1739        47        37         1
       870        29        30         4
      2970        66        45         3
      2622        38        69         4
      2496        48        52         4
      1806        43        42         3
      1394        34        41         4
      2948        44        67         4
      1566        27        58         1
      2745        61        45         4
      3330        45        74         2
      2479        37        67         1
      3010        43        70         4
      1638        39        42         1
      3550        71        50         4
      3920        70        56         2
      2442        66        37         1
      1888        32        59         3
      2666        43        62         3
      2842        49        58         4
      2948        44        67         3
      1683        51        33         4
      2210        65        34         1
      3960        72        55         4
      4556        67        68         4
      2160        54        40         1
      1880        40        47         3
      1485        45        33         3
      2394        42        57         3
      1275        25        51         3
      3074        58        53         1
      3660        60        61         3
      2142        51        42         1
      3944        58        68         2
      2409        73        33         4
      3186        54        59         1
