        40       100       100
      2262        58        39         2
      2772        42        66         1
      1624        56        29         1
      2576        46        56         1
      1938        57        34         3
      2430        54        45         3
      1275        25        51         4
      1120        35        32         2
      1632        48        34         2
      1701        63        27         2
       676        26        26         3
      1711        29        59         2
      1702        37        46         3
      1575        25        63         2
      3540        59        60         1
      2365        43        55         3
       812        29        28         1
      3577        49        73         4
      1638        39        42         1
      2898        46        63         3
      1647        27        61         3
      2622        69        38         4
      2088        29        72         2
      2205        63        35         4
      1598        34        47         3
      2808        52        54         4
      2700        50        54         3
      1419        33        43         3
      3540        59        60         3
      2013        33        61         4
       825        33        25         3
      1806        43        42         1
      1620        36        45         3
      3363        59        57         4
      1505        43        35         4
      1296        48        27         2
      4410        63        70         2
      1204        43        28         4
       625        25        25         4
      3575        65        55         2
