        20       100       100
      1188        33        36         1
       484        11        44         1
      1288        46        28         1
       832        26        32         1
       780        26        30         1
      1260        36        35         1
       516        12        43         1
       792        18        44         1
      1242        46        27         1
       561        33        17         1
       377        13        29         1
      1040        26        40         1
      1596        42        38         1
       602        43        14         1
       688        43        16         1
       320        20        16         1
       513        19        27         1
      1175        25        47         1
       440        11        40         1
       722        19        38         1
