        20       100       100
       880        44        20         1
       285        19        15         1
      1715        49        35         1
      1075        43        25         1
      1248        39        32         1
       880        22        40         1
       165        11        15         1
      1200        48        25         1
      1457        31        47         1
      1316        28        47         1
      1536        48        32         1
       242        22        11         1
      1666        34        49         1
      1886        46        41         1
       928        32        29         1
       816        34        24         1
       374        17        22         1
       384        24        16         1
       946        43        22         1
       868        31        28         1
