        20       100       100
       525        15        35         1
       180        10        18         1
       588        49        12         1
      1020        34        30         1
      1122        33        34         1
      1064        28        38         1
       493        29        17         1
      1764        36        49         1
       364        26        14         1
      1188        36        33         1
      1260        28        45         1
       294        21        14         1
       740        20        37         1
       990        45        22         1
      1680        48        35         1
       806        31        26         1
       612        36        17         1
       272        17        16         1
       798        42        19         1
       414        23        18         1
