        20       100       100
       528        44        12         1
       444        12        37         1
       658        47        14         1
       484        44        11         1
      1440        30        48         1
       850        25        34         1
      1440        36        40         1
       644        28        23         1
       551        29        19         1
      2024        46        44         1
       658        47        14         1
       170        17        10         1
       968        22        44         1
      1968        41        48         1
       645        43        15         1
       312        26        12         1
       819        39        21         1
       992        32        31         1
       592        37        16         1
       812        28        29         1
