        20       100       100
      2208        46        48         1
       204        12        17         1
       560        14        40         1
       705        47        15         1
       416        32        13         1
      1722        41        42         1
      1620        45        36         1
      1296        27        48         1
       912        48        19         1
       704        22        32         1
      1032        24        43         1
       435        29        15         1
       680        34        20         1
       432        24        18         1
       297        11        27         1
      1344        48        28         1
      2303        47        49         1
      1152        48        24         1
       407        37        11         1
       864        32        27         1
