ID,WIDTH,HEIGHT,GROUP
0,8,10,0
1,1,4,1
2,2,4,2
3,8,11,3
4,5,5,4
5,5,1,5
6,5,11,6
7,3,3,7
8,5,11,8
9,4,11,9
10,1,1,10
11,2,1,11
12,6,1,12
13,1,11,13
14,5,10,14
15,2,9,15
16,7,6,16
17,4,2,17
18,5,8,18
19,7,8,19
20,3,11,20
21,3,10,21
22,2,3,22
23,8,3,23
24,6,2,24
25,6,12,25
26,6,12,26
27,3,11,27
28,6,11,28
29,8,1,29
30,3,7,30
31,1,2,30
32,4,5,30
33,4,3,31
34,6,12,32
35,6,7,32
36,7,4,33
37,3,8,34
38,8,11,35
39,5,9,35
40,6,5,36
41,7,7,36
42,7,2,37
43,5,9,37
44,4,11,38
45,8,7,39
46,7,12,39
47,3,7,40
48,4,5,41
49,1,2,41
50,1,10,41
51,2,5,41
52,6,1,41
53,1,9,42
54,5,11,43
55,3,1,44
56,5,5,45
57,4,8,46
58,5,10,47
59,7,10,47
60,5,10,48
61,4,11,49
62,6,5,50
63,4,11,51
64,3,4,52
65,8,8,53
66,6,9,54
67,2,5,55
68,7,7,56
69,5,11,57
70,7,12,57
71,3,8,57
72,4,6,58
73,1,11,59
74,1,8,59
75,3,1,60
76,5,9,60
77,3,2,61
78,6,8,62
79,6,8,63
80,5,1,64
81,8,9,65
82,5,2,65
83,3,7,66
84,4,10,66
85,1,1,66
86,7,1,67
87,1,3,68
88,7,12,69
89,2,11,69
90,7,7,69
91,3,1,70
92,3,2,70
93,8,3,71
94,7,12,71
95,1,6,71
96,4,10,72
97,6,7,72
98,3,6,72
99,7,10,73
100,8,3,74
101,1,8,75
102,3,10,76
103,2,5,77
104,1,1,78
105,2,9,79
106,6,2,80
107,7,9,81
108,6,3,82
109,4,2,83
110,6,9,84
111,5,9,85
112,1,3,86
113,1,3,87
114,7,4,88
115,2,6,89
116,5,1,90
117,4,5,91
118,4,1,92
119,6,8,93
120,8,10,94
121,4,5,95
122,1,12,96
123,4,8,97
124,7,11,98
125,6,7,99
126,8,1,99
127,5,6,100
128,4,12,101
129,3,11,102
130,4,7,103
131,6,11,104
132,8,3,105
133,6,1,106
134,8,8,107
135,2,4,108
136,2,7,109
137,2,4,110
138,4,10,111
139,5,1,112
140,3,10,113
141,6,4,114
142,3,11,115
143,7,4,116
144,6,1,117
145,3,8,118
146,8,11,118
147,8,2,119
148,4,11,120
149,5,6,120
150,1,9,120
151,1,9,121
152,3,12,122
153,8,7,123
154,1,8,124
155,6,8,125
156,7,4,126
157,8,12,127
158,4,8,127
159,8,4,127
