ID,WIDTH,HEIGHT,GROUP
0,3,8,0
1,6,11,1
2,8,12,1
3,3,11,2
4,1,1,2
5,4,10,3
6,7,4,4
7,8,2,5
8,2,7,6
9,7,1,7
10,3,7,7
11,7,10,7
12,4,10,7
13,5,11,8
14,3,10,9
15,2,5,10
16,1,4,11
17,5,11,12
18,2,11,13
19,8,9,14
20,6,8,15
21,1,3,16
22,7,12,17
23,8,8,18
24,3,3,19
25,4,5,20
26,2,1,21
27,3,12,22
28,4,5,23
29,5,10,23
30,7,2,24
31,6,12,25
32,7,11,25
33,3,10,26
34,7,8,27
35,3,1,28
36,4,8,29
37,7,12,29
38,4,10,29
39,8,3,30
40,3,8,30
41,8,3,31
42,2,3,32
43,4,11,33
44,1,9,34
45,7,12,35
46,3,2,36
47,6,5,37
48,5,6,38
49,8,4,39
50,1,9,40
51,6,7,41
52,3,11,42
53,6,3,43
54,2,9,44
55,4,5,45
56,3,7,46
57,5,1,47
58,6,8,48
59,8,11,48
60,1,8,49
61,3,10,50
62,4,3,51
63,7,7,52
64,4,11,53
65,2,6,54
66,2,9,54
67,3,4,55
68,3,1,55
69,5,8,55
70,8,7,56
71,8,8,56
72,6,2,57
73,7,4,58
74,4,11,58
75,5,11,59
76,4,2,60
77,1,11,61
78,4,8,62
79,6,12,63
