        40       100       100
       396        11        36         2
       612        34        18         2
       858        33        26         4
      2208        46        48         1
      2058        42        49         2
      1152        36        32         2
       702        27        26         1
       450        18        25         3
       900        45        20         4
       429        11        39         1
       507        13        39         4
       899        31        29         3
      1496        34        44         3
       294        21        14         4
      1276        29        44         4
       882        49        18         2
      2064        43        48         3
       504        36        14         3
       912        48        19         2
      1428        34        42         2
      1326        39        34         1
       725        29        25         4
      1122        34        33         2
      1470        35        42         3
      1215        45        27         2
       160        16        10         2
       740        37        20         4
       902        22        41         3
      1540        44        35         4
      2401        49        49         3
       650        25        26         3
       294        21        14         2
       609        29        21         1
       825        33        25         2
       572        44        13         2
       784        16        49         3
      1326        34        39         1
       624        16        39         1
       242        11        22         2
       945        35        27         2
