        40       100       100
      1064        38        28         1
       551        19        29         1
       528        24        22         2
       408        17        24         2
       840        24        35         4
       340        20        17         1
       312        26        12         2
      1680        40        42         4
       720        40        18         3
      1292        34        38         2
       273        21        13         1
      1305        29        45         1
       589        19        31         1
       272        16        17         1
       308        11        28         1
      1457        47        31         3
       286        22        13         2
      1190        35        34         2
       154        11        14         4
       154        11        14         2
      2254        49        46         2
       943        23        41         2
      1248        39        32         4
       672        21        32         4
       748        34        22         1
      1935        45        43         2
       375        15        25         4
       759        33        23         2
       966        42        23         1
       608        38        16         4
       378        27        14         2
      1748        46        38         1
      1739        37        47         3
       759        23        33         1
       900        36        25         2
      1584        44        36         3
       798        38        21         2
       684        19        36         3
       630        14        45         2
       180        12        15         2
