        40       100       100
       242        11        22         4
      1886        46        41         1
       319        11        29         4
      1296        27        48         2
       276        23        12         3
      1134        27        42         3
       592        37        16         4
       396        12        33         3
       350        10        35         3
       364        14        26         2
       406        29        14         4
       528        24        22         4
       465        15        31         4
       460        23        20         1
       480        10        48         3
       275        25        11         4
       990        30        33         2
       432        27        16         1
       517        11        47         4
       775        31        25         1
       444        12        37         4
      1599        39        41         1
      1296        48        27         1
       455        35        13         3
       903        21        43         1
       403        31        13         1
       238        14        17         2
       341        11        31         1
      2303        49        47         2
       504        12        42         2
       775        25        31         4
      1840        46        40         3
       378        14        27         4
      1092        42        26         2
      2107        49        43         4
       480        24        20         3
       836        19        44         1
      1102        29        38         4
       494        19        26         4
       406        29        14         2
