        40       100       100
       121        11        11         2
       986        34        29         1
       817        19        43         1
       735        21        35         3
       414        18        23         4
       650        25        26         1
       576        48        12         2
       828        18        46         3
       204        17        12         3
       325        25        13         2
       500        20        25         2
       682        31        22         2
      2160        45        48         2
       658        47        14         4
      1360        40        34         2
       440        22        20         2
      1512        36        42         3
       924        21        44         1
       130        13        10         1
      1224        36        34         2
       816        24        34         4
      1200        30        40         1
      1296        36        36         2
      2254        46        49         1
      1032        43        24         3
       792        33        24         2
       864        27        32         3
      1848        44        42         2
      1845        41        45         1
      2070        45        46         2
      1584        33        48         1
      1482        39        38         4
       615        15        41         4
       966        46        21         3
       195        13        15         2
       940        47        20         2
       432        16        27         3
       480        24        20         2
       144        12        12         2
       320        16        20         2
