        40       100       100
       960        30        32         4
      1504        47        32         2
      1476        41        36         4
      1050        42        25         4
       513        27        19         2
      1188        36        33         4
      1634        38        43         4
      1189        41        29         1
      1200        30        40         1
       672        32        21         2
      1845        41        45         4
       432        18        24         2
       875        25        35         4
       364        14        26         1
      1598        47        34         2
      1190        34        35         4
       925        37        25         4
       800        20        40         3
       360        12        30         3
       896        32        28         2
       348        29        12         1
       275        25        11         4
       384        16        24         4
       740        37        20         2
       987        21        47         1
       882        42        21         1
       297        11        27         4
       380        38        10         2
       736        23        32         3
      1665        37        45         2
      1610        35        46         4
       627        19        33         2
       774        18        43         4
      1702        46        37         3
      1363        47        29         4
       704        16        44         3
       300        15        20         2
       435        15        29         4
       437        19        23         1
       260        13        20         2
