        40       100       100
      1804        44        41         4
       432        24        18         3
       170        10        17         1
       816        24        34         1
       798        19        42         2
       936        24        39         2
       600        15        40         2
       931        19        49         2
       792        33        24         4
      1036        37        28         1
       608        19        32         1
       410        41        10         1
      1632        34        48         2
      1215        45        27         2
      1152        24        48         1
       675        27        25         2
       891        33        27         1
       416        26        16         1
      1755        45        39         4
       256        16        16         1
       690        30        23         2
       286        13        22         4
       748        17        44         3
       110        10        11         3
      1363        47        29         3
      1064        28        38         1
      1150        46        25         2
       440        20        22         2
       609        29        21         2
       200        20        10         3
      1504        32        47         3
       546        42        13         1
       496        16        31         3
       814        22        37         4
      1248        26        48         1
      1932        46        42         4
       459        27        17         1
       882        18        49         3
       987        47        21         4
       352        16        22         2
