        40       100       100
      1056        24        44         2
       945        21        45         4
       496        31        16         3
       629        17        37         4
       748        22        34         1
       660        30        22         1
      1036        28        37         3
       874        19        46         1
      2009        41        49         1
      1890        42        45         4
      1360        40        34         3
       828        18        46         4
       728        26        28         2
       780        26        30         3
       156        13        12         1
       320        10        32         4
      1485        33        45         2
      1258        37        34         1
       756        18        42         1
       396        11        36         3
       294        21        14         4
       533        13        41         3
       224        14        16         2
      1189        41        29         2
      1188        27        44         2
      1080        36        30         2
       924        33        28         3
      1485        33        45         3
      1225        49        25         1
      1156        34        34         4
       169        13        13         4
       930        30        31         3
       528        24        22         4
       270        27        10         2
       143        13        11         1
       385        11        35         2
       400        10        40         4
       414        23        18         2
       190        19        10         4
      1677        43        39         1
