ID,WIDTH,HEIGHT
0,6,34
1,3,13
2,5,13
3,12,10
4,12,10
5,7,6
6,15,6
7,7,25
8,15,25
9,12,21
10,7,16
11,5,16
12,3,21
13,5,21
14,7,5
15,5,5
16,1,4
17,10,4
18,13,6
19,13,12
20,9,12
21,6,23
22,3,7
23,5,7
24,1,2
25,10,2
26,6,6
27,5,6
28,7,14
29,6,14
30,3,16
31,5,16
32,6,14
33,5,14
34,13,14
35,2,3
36,7,3
37,2,11
38,7,11
39,7,6
40,6,6
41,14,33
42,4,12
43,3,12
44,18,16
45,3,12
46,18,12
47,4,4
48,3,4
49,1,3
50,2,3
51,9,6
52,9,6
53,1,6
54,2,6
55,7,5
56,18,5
57,9,3
58,9,3
59,18,9
60,5,6
61,2,6
62,12,2
63,9,2
64,3,8
65,9,8
66,9,10
67,5,3
68,2,3
69,18,3
70,7,3
71,3,2
72,9,2
