ID,WIDTH,HEIGHT
0,30,19
1,8,5
2,13,5
3,15,23
4,9,4
5,3,4
6,2,11
7,9,7
8,3,7
9,8,14
10,11,6
11,2,6
12,11,8
13,2,8
14,12,12
15,2,12
16,30,10
17,21,10
18,15,6
19,14,6
20,2,9
21,22,9
22,6,16
23,5,2
24,5,2
25,11,6
26,9,30
27,10,8
28,10,8
29,5,4
30,5,4
31,4,14
32,2,14
33,4,22
34,8,14
35,3,14
36,10,22
37,4,20
38,6,20
39,2,7
40,13,2
41,9,2
42,13,5
43,9,5
44,17,11
45,7,11
46,6,18
47,4,8
48,2,8
49,5,7
50,3,7
51,3,14
52,17,7
53,7,7
54,5,7
55,3,7
56,6,6
57,4,6
58,4,2
59,6,2
60,9,61
61,6,8
62,5,8
63,5,2
64,4,2
65,5,28
66,4,28
67,6,29
68,3,20
69,21,20
70,10,39
71,4,13
72,7,13
73,6,22
74,5,22
75,4,26
76,7,26
77,3,9
78,21,9
79,11,31
80,9,31
81,6,28
82,3,19
83,18,8
84,3,8
85,18,11
86,3,11
87,10,18
88,2,6
89,9,6
90,2,12
91,9,12
92,3,9
93,12,2
94,9,2
95,12,7
96,9,7
