ID,WIDTH,HEIGHT
0,6,35
1,1,6
2,6,6
3,34,13
4,10,7
5,23,7
6,1,7
7,6,7
8,10,62
9,10,33
10,13,33
11,7,22
12,4,15
13,6,8
14,24,8
15,6,7
16,24,7
17,4,7
18,30,7
19,6,34
20,8,17
21,10,17
22,8,16
23,15,16
24,5,6
25,5,6
26,9,21
27,4,21
28,5,23
29,5,23
30,8,6
31,15,6
32,8,5
33,10,5
34,5,4
35,7,2
36,6,2
37,6,4
38,17,4
39,7,2
40,6,2
41,5,8
42,4,4
43,9,4
44,6,8
45,17,8
46,4,6
47,5,6
48,4,8
49,4,4
50,9,4
51,4,2
52,5,2
53,4,25
54,6,25
55,6,6
56,2,6
57,18,10
58,11,24
59,9,4
60,17,4
61,7,9
62,9,5
63,17,5
64,6,4
65,2,4
66,6,8
67,20,8
68,7,42
69,8,14
70,18,14
71,6,34
72,5,9
73,8,7
74,7,7
75,26,20
76,5,7
77,3,7
78,3,15
79,8,2
80,7,2
81,4,19
82,6,19
83,5,25
84,8,13
85,7,13
86,5,8
87,3,8
88,8,5
89,3,5
90,6,8
91,2,8
92,7,12
93,10,7
94,37,7
95,6,4
96,2,4
