ID,WIDTH,HEIGHT,GROUP
0,10,24,0
1,1,2,0
2,1,1,0
3,20,5,0
4,19,14,0
5,3,3,0
6,3,10,0
7,4,5,1
8,2,4,1
9,19,13,2
10,2,3,2
11,6,4,2
12,14,3,2
13,10,30,2
14,6,10,2
15,3,6,2
16,1,3,3
17,2,1,3
18,2,7,3
19,21,11,3
20,14,13,3
21,4,15,3
22,2,4,3
23,3,13,3
24,7,21,4
25,1,6,4
26,38,7,4
27,1,2,4
28,10,7,4
29,28,7,4
30,2,9,4
31,6,32,4
32,17,4,5
33,13,4,5
34,3,17,5
35,15,6,5
36,1,2,5
37,3,18,5
38,2,1,5
39,9,11,6
40,7,4,6
41,26,5,6
42,13,4,6
43,4,7,6
44,2,6,6
45,24,6,7
46,14,9,7
47,27,9,8
48,26,4,8
49,3,1,8
50,12,14,8
51,10,7,9
52,1,5,9
53,2,5,9
54,5,6,9
55,3,14,10
56,26,4,10
57,5,3,11
58,7,2,11
59,20,5,11
60,3,2,11
61,3,14,11
62,2,1,12
63,2,2,12
64,23,6,12
65,7,8,12
66,3,10,12
67,11,14,12
68,23,5,12
69,8,7,12
70,5,26,12
71,3,3,13
72,1,3,13
