ID,WIDTH,HEIGHT,GROUP
0,21,5,0
1,23,6,0
2,14,13,0
3,6,7,1
4,21,3,1
5,5,7,1
6,12,13,1
7,7,3,1
8,3,2,1
9,6,9,1
10,5,18,1
11,2,12,1
12,7,5,2
13,12,3,2
14,12,3,2
15,4,4,2
16,10,9,2
17,10,12,3
18,2,1,3
19,14,7,3
20,14,6,3
21,16,3,3
22,6,7,3
23,3,2,3
24,6,9,3
25,4,1,4
26,6,6,4
27,12,4,4
28,16,18,4
29,9,18,4
30,13,3,5
31,13,5,5
32,10,12,5
33,4,10,5
34,11,2,5
35,8,3,5
36,25,15,6
37,3,7,6
38,33,14,6
39,6,1,6
40,6,5,6
41,2,9,6
42,25,7,7
43,21,12,7
44,2,10,7
45,5,7,7
46,3,9,7
47,6,2,7
48,3,2,7
49,6,15,8
50,2,3,8
51,5,5,9
52,6,13,9
53,4,3,9
54,3,7,10
55,6,2,11
56,3,9,11
57,3,18,11
58,2,9,11
59,16,7,12
60,16,5,12
61,6,5,12
62,14,5,12
63,11,7,12
64,6,6,12
65,3,1,12
66,8,9,12
67,34,6,13
68,12,9,13
69,16,5,13
70,14,6,13
71,12,18,13
72,3,5,13
