ID,WIDTH,HEIGHT,PROFIT,COPIES
0,240,227,366,1
1,288,191,168,1
2,112,177,328,8
3,156,235,458,1
4,147,141,334,2
5,236,181,696,2
6,119,226,613,2
7,216,243,576,2
8,152,132,435,4
9,259,132,601,1
10,140,231,499,2
11,155,228,557,2
12,122,111,682,6
13,256,115,656,3
14,289,222,292,1
15,265,231,442,1
16,275,215,633,1
17,297,205,152,1
18,168,100,626,2
19,235,199,405,1
20,236,111,547,3
21,171,230,551,1
22,222,172,250,1
23,265,209,169,1
24,234,236,505,1
25,285,86,749,3
26,144,79,191,7
27,186,227,497,1
28,133,112,687,4
29,253,163,236,1
30,215,243,203,2
31,190,225,321,2
32,212,183,519,1
33,145,204,309,2
34,108,147,291,4
35,151,96,155,5
36,215,145,171,1
37,263,156,317,1
38,208,153,180,1
