ID,WIDTH,HEIGHT
0,978,565
1,1426,544
2,1603,1534
3,674,514
4,787,1255
5,1046,730
6,1569,1272
7,1608,895
8,1316,1143
9,1587,683
10,1381,1021
11,719,1300
12,1478,780
13,850,1283
14,826,1371
15,1551,1226
16,1119,1144
17,639,515
18,1610,1549
19,1411,837
20,950,1540
21,1081,1215
22,1437,502
23,593,1083
24,1293,536
25,1001,1166
26,616,1436
27,1282,1242
28,934,1230
29,1330,654
30,1511,1557
31,811,956
32,1604,1543
33,935,1516
34,1449,1268
35,931,620
36,564,1076
37,903,1167
38,1312,726
39,1071,1176
40,1175,1380
41,705,1597
42,1179,1034
43,953,1386
44,1431,1289
45,572,1393
46,646,1351
47,1408,997
48,1013,1181
49,1043,622
50,1388,961
51,1053,927
52,747,798
53,735,1296
54,1318,1529
55,900,1546
56,551,572
57,1499,1185
58,1166,1553
59,689,1192
