ID,WIDTH,HEIGHT,PROFIT,COPIES
0,75,90,201,11
1,111,119,287,3
2,183,105,383,2
3,69,96,257,1
4,98,117,179,6
5,85,145,205,3
6,102,163,273,1
7,93,77,271,6
8,62,167,386,4
9,143,64,140,1
10,155,128,409,1
11,183,162,250,1
12,160,135,316,1
13,107,173,208,1
14,156,133,487,2
15,173,97,270,1
16,102,59,194,7
17,181,94,291,3
18,195,150,397,1
19,114,181,226,2
20,75,67,178,10
21,151,85,267,6
22,177,72,320,3
23,100,87,284,2
24,93,110,267,5
25,184,129,390,1
26,79,134,447,2
27,185,155,287,1
28,159,118,140,2
29,127,118,293,4
30,189,143,211,1
31,89,117,296,1
32,96,157,316,3
33,167,114,461,2
34,104,72,199,2
35,184,127,231,1
36,169,143,322,2
37,139,68,542,6
38,74,182,359,3
39,190,89,276,2
40,174,112,349,1
41,63,127,203,3
42,76,115,491,3
43,154,148,267,1
44,122,131,194,3
45,155,106,221,2
46,61,138,286,7
47,155,162,190,1
48,76,76,386,2
49,131,124,245,4
50,105,80,480,1
51,89,155,213,2
52,104,99,549,4
53,169,69,202,4
54,186,81,373,3
55,195,73,186,3
56,114,183,200,1
57,170,156,392,1
58,195,78,269,3
59,145,106,243,2
