ID,WIDTH,HEIGHT
0,891,1664
1,1110,2125
2,994,1464
3,1206,1128
4,1444,1492
5,1764,1488
6,2085,1884
7,712,1618
8,2202,2127
9,1798,1555
10,768,1983
11,1091,701
12,780,796
13,2067,1278
14,2076,932
15,1755,2138
16,1181,833
17,1320,1800
18,1341,824
19,1982,1510
20,1484,1957
21,2037,731
22,1020,2223
23,742,1951
24,2254,1060
25,1207,786
26,2029,1128
27,1280,2033
28,1003,1129
29,2120,1255
30,1471,1273
31,924,1023
32,1236,809
33,1219,762
34,1827,2202
35,1665,1176
36,1822,895
37,1982,1108
38,1776,1560
39,865,839
40,2168,980
41,1420,935
42,1536,1498
43,1142,2057
44,1387,730
45,1945,1868
46,1961,1652
47,1593,1539
48,1329,804
49,1421,2226
50,987,840
51,995,1508
52,2002,795
53,1136,990
54,1790,1581
