ID,WIDTH,HEIGHT,PROFIT,COPIES
0,43,69,315,1
1,49,34,441,3
2,84,67,342,1
3,74,92,505,1
4,64,56,691,1
5,70,35,531,2
6,93,47,399,3
7,59,41,418,1
8,93,104,236,1
9,68,103,639,1
10,67,78,452,2
11,65,79,237,4
12,46,53,348,2
13,72,38,696,3
14,34,42,250,1
15,78,72,556,1
16,42,71,285,2
17,51,80,203,2
18,50,62,741,4
19,90,92,732,1
20,73,85,611,1
21,43,46,499,2
22,73,62,184,1
23,68,77,460,2
24,47,42,324,1
25,88,47,420,1
26,65,53,749,1
27,69,74,189,4
28,88,89,279,1
29,65,86,445,1
30,36,94,713,2
31,34,104,396,4
32,73,86,150,1
33,57,81,446,1
34,74,41,692,3
