ID,WIDTH,HEIGHT
0,774,539
1,362,422
2,623,564
3,703,467
4,412,268
5,429,314
6,375,433
7,574,319
8,348,783
9,520,828
10,666,390
11,746,632
12,780,305
13,768,826
14,868,307
15,618,402
16,343,605
17,772,352
18,921,774
19,940,461
20,766,548
21,660,807
22,315,647
23,521,688
24,531,262
25,299,722
26,509,295
27,363,322
28,463,711
29,681,663
30,792,841
31,515,702
32,511,816
33,383,534
34,740,697
35,532,689
36,819,384
37,545,817
38,387,302
39,935,802
40,666,652
41,527,805
42,803,490
43,491,762
44,883,337
45,423,543
46,666,637
47,458,554
48,567,523
49,782,639
