ID,WIDTH,HEIGHT,PROFIT,COPIES
0,317,366,359,1
1,173,354,270,1
2,281,330,836,1
3,221,190,976,5
4,275,323,628,1
5,195,394,488,1
6,133,266,881,5
7,158,254,605,2
8,151,340,423,3
9,335,400,663,1
10,174,371,591,3
11,249,225,492,3
12,191,222,637,1
13,263,431,259,1
14,181,319,331,4
15,257,242,398,2
16,164,158,999,8
17,168,277,574,6
18,213,252,249,2
19,153,275,355,4
20,257,266,890,1
21,283,262,360,1
22,306,407,751,1
23,247,191,861,5
24,141,181,897,4
25,230,413,631,1
26,192,148,882,8
27,188,344,246,1
28,106,259,236,2
29,185,344,280,1
30,167,364,465,3
31,271,371,464,1
32,121,412,557,4
33,300,339,358,2
34,298,428,422,1
