ID,WIDTH,HEIGHT,GROUP
0,3,11,0
1,2,7,1
2,4,11,2
3,5,11,3
4,4,8,3
5,3,10,3
6,8,11,3
7,1,8,4
8,6,2,4
9,8,3,4
10,6,11,5
11,2,1,5
12,8,8,5
13,8,4,5
14,1,1,6
15,6,4,7
16,5,8,8
17,6,8,9
18,2,9,10
19,3,7,11
20,2,11,11
21,5,10,12
22,8,8,13
23,7,9,13
24,1,11,14
25,4,5,14
26,1,3,14
27,7,8,15
28,5,11,15
29,7,4,16
30,2,5,17
31,3,8,18
32,5,6,18
33,5,9,18
34,4,10,19
35,3,3,20
36,2,6,21
37,1,1,22
38,6,7,23
39,8,3,24
40,3,1,24
41,4,5,24
42,6,5,25
43,3,11,25
44,4,12,25
45,8,9,26
46,7,4,27
47,6,7,28
48,4,10,28
49,6,3,29
50,3,4,29
51,5,1,29
52,1,9,30
53,4,10,30
54,3,7,30
55,4,8,31
56,1,9,32
57,3,10,33
58,2,4,34
59,1,4,35
60,2,4,36
61,8,7,37
62,2,3,38
63,7,7,39
64,2,9,40
65,6,5,40
66,6,12,41
67,1,11,41
68,7,10,42
69,7,11,42
70,7,12,43
71,6,12,43
72,8,2,44
73,1,3,45
74,3,1,45
75,4,2,45
76,8,3,46
77,8,10,47
78,8,12,48
79,7,12,49
80,5,11,49
81,3,7,49
82,6,7,49
83,6,9,49
84,3,8,50
85,4,3,50
86,4,5,51
87,2,5,51
88,4,11,52
89,7,1,53
90,6,8,54
91,7,2,54
92,6,11,54
93,3,12,55
94,3,10,56
95,3,2,56
96,7,4,57
97,7,12,57
98,7,7,58
99,4,11,59
