ID,WIDTH,HEIGHT
0,24,93
1,63,29
2,26,100
3,72,20
4,54,59
5,30,52
6,71,19
7,60,61
8,41,43
9,24,76
10,27,47
11,28,45
12,49,33
13,48,29
14,57,32
15,20,54
16,50,72
17,45,64
18,73,19
19,57,33
20,30,47
21,57,102
22,62,30
23,29,49
24,83,46
25,45,46
26,19,66
27,65,21
28,61,24
29,42,33
30,35,80
31,100,33
32,39,27
33,52,20
34,31,41
35,61,28
36,48,68
37,32,58
38,33,44
39,50,48
40,42,59
41,41,24
42,47,39
43,25,54
44,84,25
45,48,49
46,25,45
47,45,92
48,127,95
49,29,49
50,23,72
51,27,62
52,50,32
53,27,47
54,36,35
55,20,66
56,45,33
57,36,112
58,73,45
59,22,45
60,32,42
61,52,35
62,72,30
63,37,28
64,60,96
65,38,37
66,18,67
67,31,36
68,38,39
69,77,29
70,44,80
71,44,34
72,70,43
73,26,60
74,40,38
75,52,38
76,35,139
77,40,49
78,40,40
79,27,59
80,37,50
81,50,36
82,43,34
83,39,34
84,50,31
85,29,38
86,25,66
87,45,65
88,89,23
89,100,30
90,21,74
91,26,59
92,45,39
93,50,32
94,22,64
95,41,39
96,50,35
97,45,28
98,41,163
99,141,118
100,28,51
101,41,76
102,132,70
103,44,35
104,46,57
105,148,37
106,32,43
107,44,35
108,61,26
109,30,59
110,40,33
111,40,28
112,46,28
113,70,22
114,30,82
115,27,43
116,41,33
117,21,67
118,26,37
119,38,42
120,39,62
121,42,30
122,24,85
123,21,74
124,68,21
125,22,76
126,44,40
127,26,52
128,34,47
129,48,30
130,36,46
131,37,34
132,38,27
133,33,29
134,50,42
135,34,47
136,38,39
137,49,38
138,29,64
139,40,24
140,45,37
141,31,109
142,48,27
143,44,29
144,61,28
145,43,43
146,23,73
147,84,22
148,26,42
149,41,40
150,45,23
151,73,29
152,30,46
153,40,33
154,46,25
155,27,53
156,47,93
157,45,26
158,34,49
159,68,32
160,37,44
161,43,59
162,25,64
163,34,40
164,51,19
165,23,59
166,32,37
167,81,60
168,54,43
169,17,67
170,41,32
171,30,34
172,70,25
173,48,35
174,24,54
175,36,41
176,50,36
177,38,34
178,28,46
179,52,47
180,44,32
181,148,46
182,50,27
183,21,67
184,77,27
185,68,22
186,50,28
187,17,59
188,27,67
189,87,22
190,52,50
191,35,30
192,45,46
193,41,40
194,30,43
195,17,61
196,37,67
197,32,59
198,37,43
199,54,19
200,25,76
201,70,116
202,31,58
203,35,30
204,37,32
205,47,30
206,108,68
207,41,44
208,45,30
209,40,89
210,48,22
211,45,28
212,19,74
213,49,57
214,38,34
215,44,34
216,17,59
217,54,32
218,71,31
219,72,24
220,49,39
221,50,37
222,72,20
223,51,28
224,51,34
225,53,24
226,50,30
227,30,38
228,51,25
229,32,36
230,84,22
231,21,60
232,60,36
233,29,53
234,50,27
235,28,59
236,42,36
237,75,23
238,24,54
239,61,22
240,21,53
241,38,39
242,48,79
243,80,27
244,52,38
245,21,70
246,41,55
247,40,27
248,33,49
249,63,22
250,70,19
251,39,34
252,43,50
253,66,119
254,27,49
255,39,40
256,42,59
257,83,98
258,33,44
259,31,41
260,51,26
261,61,22
262,65,26
263,21,74
264,70,25
265,49,38
266,80,20
267,58,27
268,22,69
269,87,25
270,43,43
271,44,35
272,44,109
273,43,31
274,21,62
275,48,35
276,98,46
277,20,65
278,28,46
279,27,47
280,41,40
281,50,21
282,37,35
283,42,44
284,78,25
285,46,25
286,37,35
287,41,32
288,44,35
289,28,51
290,24,59
291,37,40
292,45,53
293,30,36
294,28,54
295,25,85
296,36,78
297,72,25
298,22,60
299,38,44
300,43,33
301,78,30
302,72,21
303,28,35
304,64,32
305,65,23
306,58,27
307,30,74
308,35,36
309,42,49
310,70,20
311,27,52
312,65,31
313,28,66
314,44,40
