ID,WIDTH,HEIGHT
0,247,37
1,2,136
2,356,114
3,112,331
4,45,118
5,88,78
6,1,1
7,103,6
8,46,38
9,3,151
10,1,23
11,13,8
12,48,4
13,46,8
14,3,24
15,1,104
16,47,68
17,157,376
18,15,331
19,47,119
20,45,1
21,350,25
22,20,249
23,28,1
24,177,23
25,119,331
26,5,2
27,45,61
28,1,125
29,91,143
30,16,41
31,33,10
32,1,236
33,43,215
34,1,8
35,18,331
36,28,331
37,11,81
38,10,14
39,6,67
40,16,1
41,1,5
42,1,5
43,1,8
44,1,4
45,1,1
46,4,8
47,2,8
48,34,1
49,48,87
50,247,1
51,55,272
52,4,81
53,2,9
54,1,91
55,1,29
56,5,67
57,1,62
58,4,12
59,27,98
60,1,32
61,1,7
62,1,2
63,1,1
64,20,1
65,24,151
66,1,1
67,2,30
68,1,2
69,1,1
70,8,2
71,31,185
72,12,28
73,144,272
74,1,11
75,1,5
76,102,28
77,2,113
78,1,11
79,46,2
80,2,1
81,124,365
82,1,2
83,2,81
84,16,157
85,1,16
86,1,37
87,2,1
88,13,5
89,1,15
90,7,8
91,6,45
92,10,41
93,1,1
94,2,8
95,1,22
96,1,331
97,1,1
98,3,5
99,1,1
100,45,215
101,27,3
102,28,8
103,350,13
104,14,1
105,127,28
106,136,106
107,262,198
108,1,3
109,122,331
110,28,1
111,12,11
112,3,12
113,4,365
114,142,83
115,124,16
116,2,40
117,104,300
118,34,18
119,29,1
120,104,65
121,18,14
122,1,9
123,28,7
124,3,1
125,45,189
126,48,56
127,47,65
128,1,5
129,127,78
130,1,18
131,350,4
132,2,10
133,43,225
134,5,4
135,1,2
136,262,167
137,356,145
138,6,9
139,3,9
140,26,44
141,13,136
142,45,10
143,1,9
144,17,1
145,247,10
146,47,9
147,247,17
148,181,176
149,43,24
150,1,2
151,40,14
152,1,161
153,39,4
154,4,28
155,2,61
156,39,83
157,1,8
158,247,13
159,1,5
160,2,24
161,43,140
162,1,5
163,247,11
164,13,4
165,28,1
166,96,376
167,1,3
168,1,108
169,4,2
170,45,24
171,247,6
172,1,2
173,2,67
174,1,8
175,1,6
176,3,33
177,22,28
178,172,9
179,2,4
180,103,370
181,1,59
182,350,3
183,177,21
184,13,113
185,4,1
186,1,4
187,1,3
188,21,3
189,247,9
190,11,8
191,47,13
192,1,7
193,1,24
194,21,41
195,1,2
196,3,331
197,14,18
198,172,134
199,350,331
