ID,WIDTH,HEIGHT
0,27,491
1,117,364
2,5,226
3,202,170
4,18,421
5,2,491
6,1,1
7,110,299
8,5,15
9,136,4
10,5,111
11,150,11
12,50,491
13,17,299
14,15,35
15,320,195
16,126,246
17,17,332
18,440,85
19,105,1
20,40,4
21,13,245
22,147,18
23,6,10
24,109,2
25,1,70
26,243,116
27,8,6
28,136,70
29,2,14
30,1,25
31,1,120
32,37,137
33,3,124
34,109,1
35,59,1
36,285,72
37,15,199
38,384,9
39,3,235
40,1,1
41,7,102
42,20,332
43,2,116
44,49,2
45,189,421
46,3,2
47,2,5
48,1,176
49,1,161
50,3,102
51,15,1
52,3,70
53,1,1
54,71,246
55,5,22
56,10,16
57,64,47
58,285,30
59,188,67
60,9,130
61,4,491
62,1,423
63,12,101
64,2,1
65,238,40
66,12,320
67,82,8
68,43,99
69,21,1
70,180,130
71,1,1
72,1,60
73,5,2
74,4,1
75,32,48
76,109,26
77,1,265
78,5,16
79,1,1
80,16,3
81,35,39
82,3,1
83,9,1
84,1,1
85,165,4
86,2,1
87,20,43
88,202,154
89,29,110
90,11,121
91,9,110
92,16,2
93,1,56
94,109,3
95,88,67
96,109,1
97,1,11
98,20,2
99,1,50
100,7,70
101,131,32
102,1,1
103,110,67
104,11,15
105,54,67
106,87,491
107,4,1
108,145,102
109,4,34
110,388,8
111,202,75
112,15,4
113,1,47
114,1,1
115,54,130
116,17,421
117,3,1
118,1,37
119,1,28
120,2,1
121,1,41
122,75,110
123,262,296
124,40,1
125,1,56
126,5,5
127,40,1
128,61,1
129,3,1
130,82,39
131,2,457
132,147,1
133,1,22
134,227,32
135,2,110
136,1,359
137,276,1
138,2,17
139,217,2
140,440,9
141,4,138
142,5,188
143,147,28
144,6,491
145,7,1
146,5,50
147,15,1
148,14,110
149,109,15
150,1,1
151,2,110
152,2,1
153,43,11
154,1,13
155,3,1
156,1,1
157,2,1
158,7,2
159,13,1
160,2,121
161,7,62
162,1,265
163,109,1
164,47,2
165,15,65
166,1,37
167,1,34
168,241,429
169,2,1
170,374,6
171,21,110
172,2,55
173,292,2
174,4,121
175,1,3
176,40,4
177,117,65
178,1,8
179,1,1
180,3,161
181,17,2
182,36,195
183,1,40
184,7,48
185,22,491
186,1,11
187,9,1
188,2,1
189,150,29
190,1,4
191,2,3
192,2,124
193,1,49
194,3,30
195,217,2
196,1,79
197,1,9
198,2,70
199,94,296
