ID,WIDTH,HEIGHT
0,51,233
1,236,26
2,60,308
3,2,27
4,230,11
5,317,3
6,32,2
7,33,81
8,317,174
9,28,198
10,56,20
11,44,92
12,1,36
13,2,76
14,169,300
15,9,130
16,5,183
17,24,265
18,14,308
19,94,274
20,57,273
21,19,301
22,19,219
23,139,53
24,139,179
25,1,56
26,150,126
27,317,27
28,37,33
29,23,155
30,54,11
31,4,198
32,19,46
33,6,312
34,66,50
35,32,263
36,1,1
37,3,7
38,42,308
39,2,10
40,1,4
41,4,4
42,14,147
43,67,3
44,139,117
45,23,3
46,93,198
47,73,36
48,1,297
49,94,27
50,8,312
51,230,52
52,1,162
53,11,40
54,59,31
55,7,146
56,1,1
57,1,312
58,37,134
59,1,1
60,54,38
61,1,1
62,2,3
63,27,265
64,39,43
65,3,120
66,1,20
67,1,43
68,88,3
69,1,4
70,6,310
71,230,11
72,2,300
73,2,4
74,29,31
75,32,92
76,28,21
77,37,21
78,19,173
79,5,167
80,21,11
81,1,3
82,52,20
83,50,70
84,1,265
85,3,3
86,32,32
87,1,1
88,2,1
89,303,289
90,1,2
91,34,1
92,3,6
93,7,89
94,16,1
95,1,5
96,1,7
97,118,12
98,4,82
99,111,45
100,139,35
101,53,11
102,66,39
103,3,1
104,1,1
105,55,31
106,50,310
107,69,92
108,1,1
109,20,304
110,1,139
111,19,71
112,39,217
113,14,22
114,9,3
115,10,6
116,58,6
117,31,261
118,90,1
119,11,9
120,1,7
121,1,1
122,6,1
123,26,5
124,23,301
125,63,1
126,14,120
127,1,1
128,1,1
129,7,2
130,4,147
131,3,2
132,230,12
133,2,127
134,2,1
135,23,9
136,8,44
137,4,87
138,136,92
139,1,1
140,174,21
141,66,27
142,34,46
143,71,1
144,2,15
145,39,84
146,27,13
147,4,127
148,9,171
149,11,198
150,5,1
151,37,16
152,5,24
153,11,106
154,47,167
155,1,1
156,27,268
157,6,71
158,1,4
159,29,16
160,52,46
161,47,301
162,303,84
163,2,1
164,3,120
165,29,1
166,32,3
167,28,99
168,87,265
169,1,1
170,103,92
171,3,14
172,14,4
173,7,146
174,29,2
175,55,129
176,18,198
177,1,1
178,1,1
179,1,6
180,56,1
181,2,1
182,67,19
183,1,87
184,12,7
185,29,7
186,62,1
187,7,14
188,19,1
189,3,3
190,3,6
191,46,1
192,1,1
193,203,34
194,1,2
195,10,21
196,1,1
197,1,3
198,50,7
199,33,54
200,2,19
201,1,183
202,4,49
203,4,273
204,19,242
205,55,29
206,12,45
207,1,3
208,1,2
209,32,71
210,30,12
211,1,1
212,38,92
213,52,110
214,1,8
215,203,135
216,1,45
217,3,1
218,1,28
219,1,1
220,58,261
221,11,66
222,11,265
223,9,2
224,4,2
225,53,35
226,3,310
227,1,2
228,1,1
229,5,12
230,3,2
231,2,19
232,8,43
233,7,1
234,317,109
235,139,37
236,4,22
237,55,23
238,11,301
239,21,156
240,67,99
241,29,5
242,19,1
243,9,146
244,3,1
245,1,1
246,3,5
247,54,1
248,136,7
249,9,1
250,37,36
251,4,77
252,1,1
253,8,3
254,10,1
255,23,10
256,16,3
257,2,22
258,4,44
259,73,20
260,5,31
261,33,3
262,2,49
263,26,87
264,55,2
265,25,13
266,66,274
267,22,301
268,1,19
269,2,10
270,7,1
271,4,22
272,2,4
273,7,2
274,14,4
275,50,14
276,1,8
277,3,4
278,1,312
279,9,1
280,5,68
281,317,89
282,1,4
283,1,1
284,2,1
285,1,1
286,1,1
287,34,1
288,55,5
289,284,300
290,7,1
291,1,1
292,21,42
293,11,22
294,2,19
295,1,14
296,1,5
297,2,1
298,7,2
299,1,4
