ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2622,46,57,1
1,3264,64,51,1
2,2166,57,38,1
3,3400,68,50,1
4,1722,42,41,1
5,4355,65,67,1
6,2146,29,74,1
7,2380,34,70,1
8,3300,55,60,1
9,2204,58,38,1
10,2976,62,48,1
11,1550,25,62,1
12,1599,39,41,1
13,1456,56,26,1
14,2294,62,37,1
15,3621,71,51,1
16,2014,53,38,1
17,3360,70,48,1
18,1584,33,48,1
19,3844,62,62,1
20,1218,42,29,1
21,1943,67,29,1
22,1092,39,28,1
23,1825,73,25,1
24,3306,58,57,1
25,1431,53,27,1
26,3536,52,68,1
27,3770,65,58,1
28,1848,66,28,1
29,2695,55,49,1
30,3484,52,67,1
31,1242,46,27,1
32,3216,48,67,1
33,1085,35,31,1
34,2652,52,51,1
35,1485,45,33,1
36,2640,40,66,1
37,3528,63,56,1
38,1008,28,36,1
39,1708,61,28,1
40,3234,66,49,1
41,2350,50,47,1
42,1566,29,54,1
43,4347,69,63,1
44,1708,61,28,1
45,2124,59,36,1
46,910,35,26,1
47,2322,43,54,1
48,2080,32,65,1
49,4757,71,67,1
