ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1960,49,40,1
1,1824,32,57,1
2,2184,56,39,1
3,1924,74,26,1
4,728,26,28,1
5,2940,49,60,1
6,1353,41,33,1
7,1988,71,28,1
8,2900,50,58,1
9,2318,61,38,1
10,1995,57,35,1
11,2852,46,62,1
12,2680,40,67,1
13,2666,62,43,1
14,1054,34,31,1
15,2080,65,32,1
16,2337,57,41,1
17,2535,65,39,1
18,986,34,29,1
19,1856,58,32,1
20,3348,54,62,1
21,1536,48,32,1
22,3953,67,59,1
23,3782,62,61,1
24,2176,68,32,1
25,2211,67,33,1
26,2952,41,72,1
27,1537,29,53,1
28,1680,56,30,1
29,1496,34,44,1
30,2205,49,45,1
31,2254,49,46,1
32,2368,64,37,1
33,1508,58,26,1
34,2279,53,43,1
35,2590,35,74,1
36,2392,46,52,1
37,2296,56,41,1
38,4104,57,72,1
39,1260,35,36,1
40,4757,67,71,1
41,783,27,29,1
42,3519,69,51,1
43,2021,43,47,1
44,3055,47,65,1
45,2226,42,53,1
46,3723,51,73,1
47,2720,40,68,1
48,2958,51,58,1
49,1581,51,31,1
